row_label_raw,row_label_full,Công ty,Địa điểm,Tình trạng,Ngành nghề kinh doanh,Tỷ lệ sở hữu %,Tỷ lệ biểu quyết %,numeric__Địa điểm,numeric__Tình trạng,numeric__Ngành nghề kinh doanh,numeric__Tỷ lệ sở hữu %,numeric__Tỷ lệ biểu quyết %
Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,,,,,
Công ty Cổ phần Đầu tư Bắt động sản Kim Thành,Công ty liên kết > Công ty Cổ phần Đầu tư Bắt động sản Kim Thành,Công ty Cổ phần Đầu tư Bắt động sản Kim Thành,TPHCM,Đang hoạt động,Bắt động sản,"60,00",(*),,,,60.0,
Công ty Cổ phần Đầu tư SVG,Công ty liên kết > Công ty Cổ phần Đầu tư SVG,Công ty Cổ phần Đầu tư SVG,TPHCM,Đang hoạt động,Sản xuất và xây dựng,"50,00",(*),,,,50.0,
