row_label_raw,row_label_full,col_0,Năm nay,VNDNăm trước,numeric__Năm nay,numeric__VNDNăm trước
"Doanh thu từ chuyển nhượng quyền sử dụng đất, bắt động sản","Doanh thu từ chuyển nhượng quyền sử dụng đất, bắt động sản","Doanh thu từ chuyển nhượng quyền sử dụng đất, bắt động sản",442.489.504.272,2.013.906.636.855,442489504272.0,2013906636855.0
"Doanh thu từ dịch vụ môi giới, tư vấn, quản lý","Doanh thu từ dịch vụ môi giới, tư vấn, quản lý","Doanh thu từ dịch vụ môi giới, tư vấn, quản lý",310.788.581.858,52.139.230.789,310788581858.0,52139230789.0
Doanh thu từ dịch vụ cho thuê,Doanh thu từ dịch vụ cho thuê,Doanh thu từ dịch vụ cho thuê,62.622.524.784,30.880.158.056,62622524784.0,30880158056.0
Doanh thu từ dịch vụ khác,Doanh thu từ dịch vụ khác,Doanh thu từ dịch vụ khác,25.033.432.475,10.961.425.658,25033432475.0,10961425658.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,840.934.043.389,2.107.887.451.358,840934043389.0,2107887451358.0
Hàng bán bị trả lại,Hàng bán bị trả lại,Hàng bán bị trả lại,(16.224.655.151),(105.633.570.915),-16224655151.0,-105633570915.0
DOANH THU THUẦN,DOANH THU THUẦN,DOANH THU THUẦN,824.709.388.238,2.002.253.880.443,824709388238.0,2002253880443.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu với bên khác,Trong đó: > Doanh thu với bên khác,Doanh thu với bên khác,494.395.617.711,1.874.357.078.390,494395617711.0,1874357078390.0
Doanh thu với bên liên quan (Thuyết minh số 31),Trong đó: > Doanh thu với bên liên quan (Thuyết minh số 31),Doanh thu với bên liên quan (Thuyết minh số 31),330.313.770.527,127.896.802.053,330313770527.0,127896802053.0
