row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Năm nay,Năm trước,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Năm nay,numeric__Năm trước
Lâm Minh Châu,Lâm Minh Châu,Lâm Minh Châu,Thành viên HĐQT,VayThanh lý tài sản cố địnhChi phí lãi vay,2.391.729.812490.909.091107.079.225,-,,,2.3917298124909092e+27,
Nguyễn Thị Hằng Nga,Nguyễn Thị Hằng Nga,Nguyễn Thị Hằng Nga,Phó Tổng giám đốc,VayChi phí lãi vay,4.000.000.000171.150.684,-,,,4.000000000171151e+18,
Công ty Cổ phần Đầu tư Xây dựng Hùng Anh,Công ty Cổ phần Đầu tư Xây dựng Hùng Anh,Công ty Cổ phần Đầu tư Xây dựng Hùng Anh,Bên liên quan,VayChi phí lãi vayThu nhập lãi cho vay,179.391.778800.000.000-,52.850.0001.200.000.00017.200.685.637,,,,5.285000012e+28
Công ty TNHH MTV Dịch Vụ Bát Đông Sản Minh Anh,Công ty TNHH MTV Dịch Vụ Bát Đông Sản Minh Anh,Công ty TNHH MTV Dịch Vụ Bát Đông Sản Minh Anh,Bên liên quan,Thanh lý khoản đầu tưVayỨng trước từ khách hàngThu nhập lãi cho vay,270.000.000.00080.000.000.00061.500.000.000621.369.863,-,,,2.700000000008e+42,
Vũ Quốc Thái,Vũ Quốc Thái,Vũ Quốc Thái,Tổng Giám đốc,VayTạm ứngChi phí lãi vay,2.000.000.000400.000.000876.712,-,,,2.0000000004e+24,
Huỳnh Thảo Linh,Huỳnh Thảo Linh,Huỳnh Thảo Linh,Bên liên quan,Thu hộCho vayVayThu nhập lãi cho vayChi phí lãi vay,14.145.765.000--,50.106.000.00041.200.000.0002.479.568.58291.326.666,,,,5.0106000000412e+39
Lê Hùng Cường,Lê Hùng Cường,Lê Hùng Cường,Bên liên quan,Tạm ứng,400.000.000,-,,,400000000.0,
Nguyễn Hữu Đạt,Nguyễn Hữu Đạt,Nguyễn Hữu Đạt,Bên liên quan,VayBán dịch vụTạm ứngChi phí lãi vay,81.878.268.0009.557.452.2286.341.007.3724.701.652.571,-,,,8.187826800095574e+40,
