row_label_raw,row_label_full,col_0,Số suối nămSố cổ phiếu,Số đầu nămSố cổ phiếu,numeric__Số suối nămSố cổ phiếu,numeric__Số đầu nămSố cổ phiếu
Cổ phiếu được phép phát hành,Cổ phiếu được phép phát hành,Cổ phiếu được phép phát hành,339.222.675,339.222.675,339222675.0,339222675.0
Cổ phiếu đã phát hành và góp vốn đầy đủCổ phiếu phổ thông,Cổ phiếu đã phát hành và góp vốn đầy đủCổ phiếu phổ thông,Cổ phiếu đã phát hành và góp vốn đầy đủCổ phiếu phổ thông,339.222.675,339.222.675,339222675.0,339222675.0
Cổ phiếu quỹCổ phiếu phổ thông,Cổ phiếu quỹCổ phiếu phổ thông,Cổ phiếu quỹCổ phiếu phổ thông,-,1.189,,1189.0
Cổ phiếu đang lưu hànhCổ phiếu phổ thông,Cổ phiếu đang lưu hànhCổ phiếu phổ thông,Cổ phiếu đang lưu hànhCổ phiếu phổ thông,339.222.675,339.221.486,339222675.0,339221486.0
