row_label_raw,row_label_full,Bên liên quan,Môi quan hệ,Nội dung nghiệp vụ,Năm nay,Năm trước,numeric__Môi quan hệ,numeric__Nội dung nghiệp vụ,numeric__Năm nay,numeric__Năm trước
Công ty Cổ phần Đầu tư Phát triển Bất động sản Đồng Sài Gòn,Công ty Cổ phần Đầu tư Phát triển Bất động sản Đồng Sài Gòn,Công ty Cổ phần Đầu tư Phát triển Bất động sản Đồng Sài Gòn,Công ty con,Thanh lý đầu tưThu nhập chothuế văn phòngChi phí lãi vayThu nhập lãicho vayVayCho vay,34.635.512.0008.567.878.3362.357.408.219132.904.109-,-2.965.024.99832.083.33320.400.000.0006.000.000.000,,,,-2.9650249983208335e+38
Công ty TNHH Đầu Tư Phát Triển BắtĐồng Sản HùngAnh Năm,Công ty TNHH Đầu Tư Phát Triển BắtĐồng Sản HùngAnh Năm,Công ty TNHH Đầu Tư Phát Triển BắtĐồng Sản HùngAnh Năm,Công ty con,Cho vayThu nhập lãicho vayBán dịch vụGóp vốn,51.575.000.00013.177.925.7504.622.000.000-,73.750.000.0006.746.198.960-537.079.300.000,,,,
Công ty Cổ phần Đầu tư BDS TTCLand Long An,Công ty TNHH Đầu Tư Phát Triển BắtĐồng Sản HùngAnh Năm > Công ty Cổ phần Đầu tư BDS TTCLand Long An,Công ty Cổ phần Đầu tư BDS TTCLand Long An,Công ty con,Góp vốn,1.170.000.000,50.000.000,,,1170000000.0,50000000.0
Công ty TNHH MTV Đầu tư BDS TTCLand Phú Quốc,Công ty TNHH Đầu Tư Phát Triển BắtĐồng Sản HùngAnh Năm > Công ty TNHH MTV Đầu tư BDS TTCLand Phú Quốc,Công ty TNHH MTV Đầu tư BDS TTCLand Phú Quốc,Công ty con,Góp vốn,30.000.000,-,,,30000000.0,
CTCP Đầu tư BDS TTC Land Hưng Điền,Công ty TNHH Đầu Tư Phát Triển BắtĐồng Sản HùngAnh Năm > CTCP Đầu tư BDS TTC Land Hưng Điền,CTCP Đầu tư BDS TTC Land Hưng Điền,Công ty con,Góp vốn,10.230.000.000,-,,,10230000000.0,
Công ty Cổ phầnMay Tiến Phát,Công ty Cổ phầnMay Tiến Phát,Công ty Cổ phầnMay Tiến Phát,Công tyliên kết,"Cho vayThu nhập lãicho vayBản dịch vụMua hàng hóa,dịch vụThu nhập chothuế văn phòngGóp vốnVayThanh lý đầu tưChi phí lãi vay",1.045.905.000.000104.192.346.31151.342.933.7317.812.134.4325.516.075.400---,401.906.000.00039.195.804.89625.034.996.626294.206.101.323-965.400.000.000442.000.000.00061.600.000.0002.637.866.664,,,,
Công ty Cổ phầnĐịa ốc Kìm Thành,Công ty Cổ phầnMay Tiến Phát > Công ty Cổ phầnĐịa ốc Kìm Thành,Công ty Cổ phầnĐịa ốc Kìm Thành,Công tyliên kết,Chi phí lãi vay,950.000.004,1.006.805.559,,,950000004.0,1006805559.0
Công ty Cổ phầnBao bì và Kho bãiBình Tây,Công ty Cổ phầnMay Tiến Phát > Công ty Cổ phầnBao bì và Kho bãiBình Tây,Công ty Cổ phầnBao bì và Kho bãiBình Tây,Công tyliên kết,Nhân góp vốnChi phí lãi vayCho vayVayThu nhập lãicho vay,41.178.405.8461.697.608.933---,-2.447.978.75024.000.000.00016.000.000.00035.000.000,,,,-2.44797875024e+39
