row_label_raw,row_label_full,STT,CHỈ TIÊU,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Năm nay,numeric__Năm trước
LUU,LUU,LUU,CHUYÊN TIỀN THUẦN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,,,
01.,LUU > 01.,01.,"Cổ tức trả cho cổ đông, lợi nhuận đã chia",(1.335),(2.478),,-1335.0,-2478.0
III.,LUU > III.,III.,Lưu chuyển tiền thuần từ hoạt động tài chính,(1.335),(2.478),,-1335.0,-2478.0
IV.,LUU > IV.,IV.,Lưu chuyển tiền thuần trong năm,6.058.014,810.047,,6058014.0,810047.0
V.,LUU > V.,V.,Tiền và các khoản tương đương tiền đầu năm,2.092.036,1.281.989,,2092036.0,1281989.0
VI.,LUU > VI.,VI.,Tiền và các khoản tương đương tiền cuối năm(Xem Thuyết minh số 31),8.150.050,2.092.036,,8150050.0,2092036.0
