row_label_raw,row_label_full,Ông Hoàng Văn Ninh,Chủ tịch,numeric__Chủ tịch
Ông Bùi Xuân Dũng,Ông Bùi Xuân Dũng,Ông Bùi Xuân Dũng,Phó Chủ tịch (Miễn nhiệm từ ngày 10 tháng 6 năm 2020),
Bà Cao Thị Thu Hà,Bà Cao Thị Thu Hà,Bà Cao Thị Thu Hà,Thành viên,
Ông Nguyễn Hoàng Hải,Ông Nguyễn Hoàng Hải,Ông Nguyễn Hoàng Hải,Thành viên,
Ông Lê Mạnh Linh,Ông Lê Mạnh Linh,Ông Lê Mạnh Linh,Thành viên (Bổ nhiệm từ ngày 10 tháng 6 năm 2020),
Ông Hoàng Mạnh Hải,Ông Hoàng Mạnh Hải,Ông Hoàng Mạnh Hải,Thành viên (Miễn nhiệm từ ngày 10 tháng 6 năm 2020),
Bà Nguyễn Thúy Trang,Bà Nguyễn Thúy Trang,Bà Nguyễn Thúy Trang,Thành viên độc lập,
