row_label_raw,row_label_full,col_0,Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
,,,Triệu VND,Triệu VND,,
Dự phòng rủi ro khác,Dự phòng rủi ro khác,Dự phòng rủi ro khác,Dự phòng rủi ro khác,Dự phòng rủi ro khác,,
- Phải thu từ các hợp đồng mua và bán lại,Dự phòng rủi ro khác > - Phải thu từ các hợp đồng mua và bán lại,- Phải thu từ các hợp đồng mua và bán lại,(27.848),(28.148),-27848.0,-28148.0
- Lãi phải thu từ các hợp đồng mua và bán lại,Dự phòng rủi ro khác > - Lãi phải thu từ các hợp đồng mua và bán lại,- Lãi phải thu từ các hợp đồng mua và bán lại,(13.099),(13.099),-13099.0,-13099.0
- Các khoản hợp tác đầu tư,Dự phòng rủi ro khác > - Các khoản hợp tác đầu tư,- Các khoản hợp tác đầu tư,(35.039),(111.326),-35039.0,-111326.0
- Lãi phải thu từ các khoản hợp tác đầu tư,Dự phòng rủi ro khác > - Lãi phải thu từ các khoản hợp tác đầu tư,- Lãi phải thu từ các khoản hợp tác đầu tư,(2.878),(4.241),-2878.0,-4241.0
- Khoản trả chậm ủy thác đầu tư,Dự phòng rủi ro khác > - Khoản trả chậm ủy thác đầu tư,- Khoản trả chậm ủy thác đầu tư,(1.205),(52.014),-1205.0,-52014.0
- Lãi phải thu từ khoản trả chậm ủy thác đầu tư,Dự phòng rủi ro khác > - Lãi phải thu từ khoản trả chậm ủy thác đầu tư,- Lãi phải thu từ khoản trả chậm ủy thác đầu tư,(282),(282),-282.0,-282.0
- Phải thu từ các khoản mua bán chứng khoán,Dự phòng rủi ro khác > - Phải thu từ các khoản mua bán chứng khoán,- Phải thu từ các khoản mua bán chứng khoán,(109.881),(159.029),-109881.0,-159029.0
- Khoản khác,Dự phòng rủi ro khác > - Khoản khác,- Khoản khác,(4.922),(3.168),-4922.0,-3168.0
,,,(195.154),(371.307),-195154.0,-371307.0
