row_label_raw,row_label_full,col_0,Dự phònggiảm giá,Dự phòngchung,Dự phòngcụ thể,Tổng cộng,numeric__Dự phònggiảm giá,numeric__Dự phòngchung,numeric__Dự phòngcụ thể,numeric__Tổng cộng
,,,Triệu VND,Triệu VND,Triệu VND,Triệu VND,,,,
Số dư đầu năm nay,Số dư đầu năm nay,Số dư đầu năm nay,(27.450),(33.780),-,(61.230),-27450.0,-33780.0,,-61230.0
(Trích lập)/Hoàn nhập dự phòngtrong năm (Thuyết minh số 25),(Trích lập)/Hoàn nhập dự phòngtrong năm (Thuyết minh số 25),(Trích lập)/Hoàn nhập dự phòngtrong năm (Thuyết minh số 25),(3.272),7.117,-,3.845,-3272.0,7117.0,,3845.0
Số dư cuối năm nay,Số dư cuối năm nay,Số dư cuối năm nay,(30.722),(26.663),-,(57.385),-30722.0,-26663.0,,-57385.0
,,,Dự phònggiảm giá,Dự phòngchung,Dự phòngcụ thể,Tổng cộng,,,,
,,,Triệu VND,Triệu VND,Triệu VND,Triệu VND,,,,
Số dư đầu năm trước,Số dư đầu năm trước,Số dư đầu năm trước,(62.206),(38.925),-,(101.131),-62206.0,-38925.0,,-101131.0
Hoàn nhập dự phòng trong năm(Thuyết minh số 25),Hoàn nhập dự phòng trong năm(Thuyết minh số 25),Hoàn nhập dự phòng trong năm(Thuyết minh số 25),34.756,5.145,-,39.901,34756.0,5145.0,,39901.0
Số dư cuối năm trước,Số dư cuối năm trước,Số dư cuối năm trước,(27.450),(33.780),-,(61.230),-27450.0,-33780.0,,-61230.0
