row_label_raw,row_label_full,col_0,Trước điều chỉnh,Sau điều chỉnh,numeric__Trước điều chỉnh,numeric__Sau điều chỉnh
Lợi nhuận sau thuế (triệu VND),Lợi nhuận sau thuế (triệu VND),Lợi nhuận sau thuế (triệu VND),229.452,229.452,229452.0,229452.0
"Trích lập các Quỹ khen thưởng, phúc lợi(triệu VND)","Trích lập các Quỹ khen thưởng, phúc lợi(triệu VND)","Trích lập các Quỹ khen thưởng, phúc lợi(triệu VND)",-,13.075,,13075.0
Lợi nhuận để tính lãi cơ bản trên cổ phiếu(triệu VND),Lợi nhuận để tính lãi cơ bản trên cổ phiếu(triệu VND),Lợi nhuận để tính lãi cơ bản trên cổ phiếu(triệu VND),229.452,216.377,229452.0,216377.0
Số bình quân gia quyền cổ phiếu phổ thông để tính lãi cơ bản (Triệu cổ phiếu),Số bình quân gia quyền cổ phiếu phổ thông để tính lãi cơ bản (Triệu cổ phiếu),Số bình quân gia quyền cổ phiếu phổ thông để tính lãi cơ bản (Triệu cổ phiếu),250,265,250.0,265.0
Lãi cơ bản trên cổ phiếu (VND),Lãi cơ bản trên cổ phiếu (VND),Lãi cơ bản trên cổ phiếu (VND),918,817,918.0,817.0
