row_label_raw,row_label_full,STT,CHỈ TIÊU,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Năm nay,numeric__Năm trước
LU'U CHUYÊN TIỀN THUẦN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIỀN THUẦN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIỀN THUẦN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIỀN THUẦN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIỀN THUẦN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIỀN THUẦN TỪ HOẠT ĐỘNG KINH DOANH,,,
01.,LU'U CHUYÊN TIỀN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 01.,01.,Thu nhập lãi và các khoản thu nhập tương tự nhận được,1.636.089,1.143.340,,1636089.0,1143340.0
02.,LU'U CHUYÊN TIỀN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 02.,02.,Chi phí lãi và các chi phí tương tự đã trả,(784.509),(773.466),,-784509.0,-773466.0
03.,LU'U CHUYÊN TIỀN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 03.,03.,Thu nhập từ hoạt động dịch vụ nhận được,81.501,61.602,,81501.0,61602.0
04.,LU'U CHUYÊN TIỀN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 04.,04.,"Chênh lệch số tiền thực thu/thực chi từ hoạt động kinh doanh (ngoại tệ, chứng khoán)",16.261,15.845,,16261.0,15845.0
05.,LU'U CHUYÊN TIỀN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 05.,05.,Thu nhập/(Chi phí) khác,5.219,(426),,5219.0,-426.0
06.,LU'U CHUYÊN TIỀN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 06.,06.,"Tiền thu các khoản nợ đã được xử lý xoá, bù đắp bằng nguồn rủi ro",86.217,74.467,,86217.0,74467.0
07.,LU'U CHUYÊN TIỀN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 07.,07.,"Tiền chi trả cho nhân viên và hoạt động quản lý, công vụ",(271.502),(298.422),,-271502.0,-298422.0
08.,LU'U CHUYÊN TIỀN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 08.,08.,Tiền thuế thu nhập thực nộp trong năm,(54.288),(45.012),,-54288.0,-45012.0
,,,Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và vốn lưu động,714.988,177.928,,714988.0,177928.0
,,,Những thay đổi về tài sản hoạt động,(1.147.623),(769.574),,-1147623.0,-769574.0
09.,LU'U CHUYÊN TIỀN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 09.,09.,Giảm các khoản tiền gửi và cho vay các TCTD khác,918.365,419.914,,918365.0,419914.0
10.,LU'U CHUYÊN TIỀN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 10.,10.,Giảm các khoản về kinh doanh chứng khoán,567.259,131.875,,567259.0,131875.0
11.,LU'U CHUYÊN TIỀN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 11.,11.,(Tăng) các khoản cho vay khách hàng,(2.155.642),(1.024.522),,-2155642.0,-1024522.0
12.,LU'U CHUYÊN TIỀN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 12.,12.,(Giảm) nguồn dự phòng để bù đắp tổn thất các khoản,(539.843),(159.002),,-539843.0,-159002.0
13.,LU'U CHUYÊN TIỀN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 13.,13.,Giảm/(Tăng) khác về tài sản hoạt động,62.238,(137.839),,62238.0,-137839.0
,,,Những thay đổi về công nợ hoạt động,6.459.812,1.792.405,,6459812.0,1792405.0
14.,LU'U CHUYÊN TIỀN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 14.,14.,"Tăng các khoản tiền gửi, tiền vay các TCTD",3.688.072,2.386.908,,3688072.0,2386908.0
15.,LU'U CHUYÊN TIỀN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 15.,15.,Tăng tiền gửi của khách hàng,2.130.571,1.318.123,,2130571.0,1318123.0
16.,LU'U CHUYÊN TIỀN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 16.,16.,Tăng phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tính vào hoạt động tài chính),490.000,10.000,,490000.0,10000.0
17.,LU'U CHUYÊN TIỀN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 17.,17.,"Tăng/(Giảm) vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro",170.172,(1.928.333),,170172.0,-1928333.0
18.,LU'U CHUYÊN TIỀN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 18.,18.,(Giảm)/Tăng khác về công nợ hoạt động,(8.177),12.889,,-8177.0,12889.0
19.,LU'U CHUYÊN TIỀN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 19.,19.,Chi từ các quỹ của tổ chức tín dụng,(10.826),(7.182),,-10826.0,-7182.0
I.,LU'U CHUYÊN TIỀN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > I.,I.,Lưu chuyển tiền thuần từ hoạt động kinh doanh,6.027.177,1.200.759,,6027177.0,1200759.0
LU'U CHUYÊN TIỀN THUẦN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIỀN THUẦN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIỀN THUẦN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIỀN THUẦN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIỀN THUẦN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIỀN THUẦN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,
01.,LU'U CHUYÊN TIỀN THUẦN TỪ HOẠT ĐỘNG ĐẦU TƯ > 01.,01.,Mua sắm tài sản cố định,(5.557),(26.344),,-5557.0,-26344.0
02.,LU'U CHUYÊN TIỀN THUẦN TỪ HOẠT ĐỘNG ĐẦU TƯ > 02.,02.,"Tiền thu từ thanh lý, nhượng bán tài sản cố định",660,-,,660.0,
03.,LU'U CHUYÊN TIỀN THUẦN TỪ HOẠT ĐỘNG ĐẦU TƯ > 03.,03.,"Tiền chi đầu tư, góp vốn vào các đơn vị khác",(42.121),(369.070),,-42121.0,-369070.0
04.,LU'U CHUYÊN TIỀN THUẦN TỪ HOẠT ĐỘNG ĐẦU TƯ > 04.,04.,"Tiền thu đầu tư, góp vốn vào các đơn vị khác",74.955,-,,74955.0,
05.,LU'U CHUYÊN TIỀN THUẦN TỪ HOẠT ĐỘNG ĐẦU TƯ > 05.,05.,"Tiền thu cổ tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn",4.235,7.180,,4235.0,7180.0
