row_label_raw,row_label_full,Bên liên quan,Quan hệ,numeric__Quan hệ
Ngân hàng TMCP An Bình (*),Ngân hàng TMCP An Bình (*),Ngân hàng TMCP An Bình (*),Cổ đông sáng lập Công ty,
Công ty Cổ phần Quản lý Quỹ Amber (**),Công ty Cổ phần Quản lý Quỹ Amber (**),Công ty Cổ phần Quản lý Quỹ Amber (**),Có ảnh hưởng,
Công ty Cổ phần Bánh kẹo Hải Hà (**),Công ty Cổ phần Bánh kẹo Hải Hà (**),Công ty Cổ phần Bánh kẹo Hải Hà (**),Có ảnh hưởng,
Ban Tổng Giám đốc,Ban Tổng Giám đốc,Ban Tổng Giám đốc,Có ảnh hưởng đáng kể,
"Thành viên Hội đồng Quản trị, Ban kiểm soát","Thành viên Hội đồng Quản trị, Ban kiểm soát","Thành viên Hội đồng Quản trị, Ban kiểm soát",Có ảnh hưởng đáng kể,
