row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
10,10,10,1. Doanh thu thuần về bán hàng và cung cấp dịch vụ,22.1,705.631.480.921,587.263.122.066,,221.0,705631480921.0,587263122066.0
11,11,11,2. Giá vốn hàng bán và dịch vụ cung cấp,23,(390.579.205.709),(276.325.648.265),,23.0,-390579205709.0,-276325648265.0
20,20,20,3. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,315.052.275.212,310.937.473.801,,,315052275212.0,310937473801.0
21,21,21,4. Doanh thu hoạt động tài chính,22.2,305.944.464.029,229.792.536.299,,222.0,305944464029.0,229792536299.0
22,22,22,5. Chi phí tài chính,24,58.191.308.042,(359.422.135.386),,24.0,58191308042.0,-359422135386.0
23,23,23,Trong đó: Chi phí lãi vay,,(133.621.728.681),(219.866.767.192),,,-133621728681.0,-219866767192.0
26,26,26,6. Chi phí quản lý doanh nghiệp,25,(131.551.406.198),(104.976.051.505),,25.0,-131551406198.0,-104976051505.0
30,30,30,7. Lợi nhuận thuần từ hoạt động kinh doanh,,547.636.641.085,76.331.823.209,,,547636641085.0,76331823209.0
31,31,31,8. Thu nhập khác,,1.296.353.363,1.749.223.930,,,1296353363.0,1749223930.0
32,32,32,9. Chi phí khác,,(1.160.558.427),(1.248.039.780),,,-1160558427.0,-1248039780.0
40,40,40,10. Lợi nhuận khác,,135.794.936,501.184.150,,,135794936.0,501184150.0
50,50,50,11. Tổng lợi nhuận kế toán trước thuế,,547.772.436.021,76.833.007.359,,,547772436021.0,76833007359.0
51,51,51,12. Chi phí thuế TNDN hiện hành,27.2,(34.910.923.265),(713.356.776),,272.0,-34910923265.0,-713356776.0
60,60,60,13. Lợi nhuận sau thuế TNDN,,512.861.512.756,76.119.650.583,,,512861512756.0,76119650583.0
