row_label_raw,row_label_full,Related party,Transaction,Current year,Previous year,numeric__Transaction,numeric__Current year,numeric__Previous year
Thuong Lo Hydropower,Thuong Lo Hydropower,Thuong Lo Hydropower,Income from profit distribution,"6,000,000,000","7,000,000,000",,,
Thuong Lo Hydropower,Thuong Lo Hydropower,Thuong Lo Hydropower,Payment on behalf,"129,401,291","142,246,542",,,
Thuong Lo Hydropower,Thuong Lo Hydropower,Thuong Lo Hydropower,Revenue from sale of goods and rendering of services,"89,553,600","159,053,600",,,
TTC International Travel,TTC International Travel,TTC International Travel,Purchase of goods and services,"2,488,161,826","1,368,818,207",,,
Tien Giang Wind Power,Tien Giang Wind Power,Tien Giang Wind Power,Revenue from sale of goods and rendering of services,"2,346,118,262","2,708,496,490",,,
Tien Giang Wind Power,Tien Giang Wind Power,Tien Giang Wind Power,Payment on behalf,"275,357,490","189,976,840",,,
Tien Giang Wind Power,Tien Giang Wind Power,Tien Giang Wind Power,Lending collection,-,"173,000,000,000",,,
Tien Giang Wind Power,Tien Giang Wind Power,Tien Giang Wind Power,Lending,-,"100,000,000,000",,,
Tien Giang Wind Power,Tien Giang Wind Power,Tien Giang Wind Power,Interest income,-,"4,018,410,959",,,
Truc Son Solar Power Plant,Truc Son Solar Power Plant,Truc Son Solar Power Plant,Revenue from sale of goods and rendering of services,"1,563,740,000","1,557,140,000",,,
Truc Son Solar Power Plant,Truc Son Solar Power Plant,Truc Son Solar Power Plant,Payment on behalf,"219,417,827","245,034,204",,,
Truc Son Solar Power Plant,Truc Son Solar Power Plant,Truc Son Solar Power Plant,Dividend income,-,"41,861,175,600",,,
Thanh Ngoc Tea,Thanh Ngoc Tea,Thanh Ngoc Tea,Purchase of goods and services,"1,423,445,408",-,,,
DHA Medical,DHA Medical,DHA Medical,Purchase of goods and services,"498,098,519","479,081,482",,,
Cao Nguyen Energy,Cao Nguyen Energy,Cao Nguyen Energy,Revenue from sale of goods and rendering of services,"147,888,888","147,888,888",,,
Cao Nguyen Energy,Cao Nguyen Energy,Cao Nguyen Energy,Borrowings,-,"40,000,000,000",,,
Cao Nguyen Energy,Cao Nguyen Energy,Cao Nguyen Energy,Borrowings repayment,-,"40,000,000,000",,,
Cao Nguyen Energy,Cao Nguyen Energy,Cao Nguyen Energy,Interest expense,-,"1,426,191,780",,,
TTC International Research and Training Institute,TTC International Research and Training Institute,TTC International Research and Training Institute,Purchase of goods and services,"105,710,000",-,,,
Tan Dinh Import Export,Tan Dinh Import Export,Tan Dinh Import Export,Purchase of goods and services,-,"1,391,782,041",,,
"Kasekam Youveakchun Svay Rieng Co., Ltd","Kasekam Youveakchun Svay Rieng Co., Ltd","Kasekam Youveakchun Svay Rieng Co., Ltd",Revenue from sale of goods and rendering of services,"69,429,010",-,,,
TTC Attapeu Sugar Cane,TTC Attapeu Sugar Cane,TTC Attapeu Sugar Cane,Revenue from sale of goods and rendering of services,"66,720,000","66,720,000",,,
TTC Circular Agrotech,TTC Circular Agrotech,TTC Circular Agrotech,Revenue from sale of goods and rendering of services,"28,409,091","136,363,632",,,
