row_label_raw,row_label_full,col_0,Năm nay,VNDNăm trước,numeric__Năm nay,numeric__VNDNăm trước
Lợi nhuận kế toán trước thuế,Lợi nhuận kế toán trước thuế,Lợi nhuận kế toán trước thuế,547.772.436.021,76.833.007.359,547772436021.0,76833007359.0
Các điều chỉnh tăng (giảm) lợi nhuận theo kế toán:,Các điều chỉnh tăng (giảm) lợi nhuận theo kế toán:,Các điều chỉnh tăng (giảm) lợi nhuận theo kế toán:,Các điều chỉnh tăng (giảm) lợi nhuận theo kế toán:,Các điều chỉnh tăng (giảm) lợi nhuận theo kế toán:,,
Chi phí không được khấu trừ,Các điều chỉnh tăng (giảm) lợi nhuận theo kế toán: > Chi phí không được khấu trừ,Chi phí không được khấu trừ,9.480.087.131,86.253.912.669,9480087131.0,86253912669.0
Lỗ tính thuế mà không ghi nhận tài sản thuế TNDN hoãn lại,Các điều chỉnh tăng (giảm) lợi nhuận theo kế toán: > Lỗ tính thuế mà không ghi nhận tài sản thuế TNDN hoãn lại,Lỗ tính thuế mà không ghi nhận tài sản thuế TNDN hoãn lại,-,44.632.176.172,,44632176172.0
Lỗ tính thuế đã được sử dụng,Các điều chỉnh tăng (giảm) lợi nhuận theo kế toán: > Lỗ tính thuế đã được sử dụng,Lỗ tính thuế đã được sử dụng,(44.632.176.172),-,-44632176172.0,
Chi phí lãi vay theo Nghị định 20/2025/NĐ-CP,Các điều chỉnh tăng (giảm) lợi nhuận theo kế toán: > Chi phí lãi vay theo Nghị định 20/2025/NĐ-CP,Chi phí lãi vay theo Nghị định 20/2025/NĐ-CP,(116.029.909.550),-,-116029909550.0,
Thu nhập không chịu thuế,Các điều chỉnh tăng (giảm) lợi nhuận theo kế toán: > Thu nhập không chịu thuế,Thu nhập không chịu thuế,(156.809.908.400),(207.719.096.200),-156809908400.0,-207719096200.0
Thu nhập tính thuế,Các điều chỉnh tăng (giảm) lợi nhuận theo kế toán: > Thu nhập tính thuế,Thu nhập tính thuế,239.780.529.030,-,239780529030.0,
Thu nhập tính thuế ở thuế suất 20%,Các điều chỉnh tăng (giảm) lợi nhuận theo kế toán: > Thu nhập tính thuế ở thuế suất 20%,Thu nhập tính thuế ở thuế suất 20%,138.978.132.105,-,138978132105.0,
Thu nhập tính thuế ở thuế suất 10%,Các điều chỉnh tăng (giảm) lợi nhuận theo kế toán: > Thu nhập tính thuế ở thuế suất 10%,Thu nhập tính thuế ở thuế suất 10%,100.802.396.925,-,100802396925.0,
Thuế TNDN,Các điều chỉnh tăng (giảm) lợi nhuận theo kế toán: > Thuế TNDN,Thuế TNDN,37.875.866.114,-,37875866114.0,
Thuế được miễn hoặc giảm,Các điều chỉnh tăng (giảm) lợi nhuận theo kế toán: > Thuế được miễn hoặc giảm,Thuế được miễn hoặc giảm,(2.964.942.849),-,-2964942849.0,
Điều chỉnh thuế TNDN trích thiếu trong những năm trước,Các điều chỉnh tăng (giảm) lợi nhuận theo kế toán: > Điều chỉnh thuế TNDN trích thiếu trong những năm trước,Điều chỉnh thuế TNDN trích thiếu trong những năm trước,-,713.356.776,,713356776.0
Chi phí thuế TNDN,Các điều chỉnh tăng (giảm) lợi nhuận theo kế toán: > Chi phí thuế TNDN,Chi phí thuế TNDN,34.910.923.265,713.356.776,34910923265.0,713356776.0
