row_label_raw,row_label_full,Code,ASSETS,Notes,Ending balance,Beginning balance,numeric__ASSETS,numeric__Notes,numeric__Ending balance,numeric__Beginning balance
100,100,100,A. CURRENT ASSETS,,"325,680,375,738","433,125,666,833",,,,
110,100 > 110,110,I. Cash and cash equivalents,4,"20,757,410,692","49,319,466,094",,4.0,,
111,111,111,1. Cash,,"17,757,410,692","38,319,466,094",,,,
112,112,112,2. Cash equivalents,,"3,000,000,000","11,000,000,000",,,,
120,120,120,II. Short-term investment,,"3,500,000,000","6,400,000,000",,,,
123,120 > 123,123,1. Held-to-maturity investment,5,"3,500,000,000","6,400,000,000",,5.0,,
130,130,130,III. Current accounts receivable,,"285,317,588,592","316,452,879,543",,,,
131,130 > 131,131,1. Short-term trade receivables,6,"162,872,293,020","90,539,112,334",,6.0,,
132,130 > 132,132,2. Short-term advances to suppliers,7,"1,856,183,820","3,576,756,423",,7.0,,
135,135,135,3. Short-term loan receivables,,-,"168,900,000,000",,,,
136,135 > 136,136,4. Other short-term receivables,8,"123,441,701,508","54,254,719,421",,8.0,,
137,137,137,5. Provision for doubtful debts,,"(2,852,589,756)","(817,708,635)",,,,
140,140,140,IV. Inventory,,"14,182,084,205","59,261,895,124",,,,
141,140 > 141,141,1. Inventory,9,"14,182,084,205","59,261,895,124",,9.0,,
150,150,150,V. Other current assets,,"1,923,292,249","1,691,426,072",,,,
151,150 > 151,151,1. Short-term prepaid expenses,10,"1,894,695,430","1,691,426,072",,10.0,,
153,150 > 153,153,2. Tax and other receivables from the State,15,"28,596,819",-,,15.0,,
200,200,200,B. NON-CURRENT ASSETS,,"6,115,181,225,357","6,107,774,578,490",,,,
210,210,210,I. Long-term receivables,,"7,200,749,037","472,456,420",,,,
216,216,216,1. Other long-term receivables,,"7,200,749,037","624,166,262",,,,
219,219,219,2. Provision for doubtful long-term receivables,,-,"(151,709,842)",,,,
220,220,220,II. Fixed assets,,"1,648,982,937,683","1,781,683,220,016",,,,
221,220 > 221,221,1. Tangible fixed assets,11,"1,641,578,554,059","1,774,042,849,330",,11.0,,
222,222,222,Cost,,"3,035,034,725,756","3,031,718,247,863",,,,
223,223,223,Accumulated depreciation,,"(1,393,456,171,697)","(1,257,675,398,533)",,,,
227,223 > 227,227,2. Intangible assets,12,"7,404,383,624","7,640,370,686",,12.0,,
228,228,228,Cost,,"18,742,439,944","18,742,439,944",,,,
229,229,229,Accumulated amortisation,,"(11,338,056,320)","(11,102,069,258)",,,,
240,240,240,III. Long-term asset in progress,,"3,811,590,909","4,129,772,728",,,,
242,240 > 242,242,1. Construction in progress,13,"3,811,590,909","4,129,772,728",,13.0,,
250,240 > 250,250,IV. Long-term investments,14,"4,447,060,251,106","4,311,778,221,792",,14.0,,
251,251,251,1. Investments in subsidiaries,,"4,400,439,616,172","4,381,439,616,172",,,,
252,252,252,2. Investment in associates,,"49,990,000,000","143,790,000,000",,,,
254,254,254,3. Provision for long-term investments,,"(3,369,365,066)","(213,451,394,380)",,,,
260,260,260,V. Other long-term asset,,"8,125,696,622","9,710,907,534",,,,
261,260 > 261,261,1. Long-term prepaid expenses,10,"8,125,696,622","9,710,907,534",,10.0,,
270,270,270,TOTAL ASSETS,,"6,440,861,601,095","6,540,900,245,323",,,,
