row_label_raw,row_label_full,col_0,Ending balance,VNDBeginning balance,numeric__Ending balance,numeric__VNDBeginning balance
Advances to suppliers,Advances to suppliers,Advances to suppliers,"1,856,183,820","3,401,006,423",,
- Vitech Automation Equipment and Solution Company Limited,- Vitech Automation Equipment and Solution Company Limited,- Vitech Automation Equipment and Solution Company Limited,"1,642,366,220",-,,
- TMEIC Asia (Thailand) Company Limited,- TMEIC Asia (Thailand) Company Limited,- TMEIC Asia (Thailand) Company Limited,-,"1,769,516,640",,
- Power Engineering Consulting Joint Stock Company 5,- Power Engineering Consulting Joint Stock Company 5,- Power Engineering Consulting Joint Stock Company 5,-,"990,000,000",,
- Others,- Others,- Others,"213,817,600","641,489,783",,
Advances to a related party (Note 28),Advances to a related party (Note 28),Advances to a related party (Note 28),-,"175,750,000",,
TOTAL,TOTAL,TOTAL,"1,856,183,820","3,576,756,423",,
