row_label_raw,row_label_full,Code,RESOURCES,Notes,Ending balance,Beginning balance,numeric__RESOURCES,numeric__Notes,numeric__Ending balance,numeric__Beginning balance
300,300,300,C. LIABILITIES,,"1,651,210,693,099","2,114,312,537,274",,,,
310,310,310,I. Current liabilities,,"401,128,459,709","847,402,991,446",,,,
311,311,311,1. Short-term trade payables,,"726,867,242","1,795,077,386",,,,
312,312,312,2. Short-term advances from customers,,"1,000,000,000","1,052,108,800",,,,
313,312 > 313,313,3. Statutory obligations,15,"42,128,271,856","6,071,501,591",,15.0,,
314,314,314,4. Payables to employees,,"11,947,140,830",-,,,,
315,314 > 315,315,5. Short-term accrued expenses,16,"7,775,121,738","9,810,930,717",,16.0,,
318,318,318,6. Short-term unearned revenues,,"417,340,000",-,,,,
319,318 > 319,319,7. Other short-term payables,17,"6,481,772,551","5,004,100,821",,17.0,,
320,318 > 320,320,8. Short-term loans,18,"303,170,355,369","811,614,187,471",,18.0,,
322,318 > 322,322,9. Bonus and welfare fund,19,"27,481,590,123","12,055,084,660",,19.0,,
330,330,330,II. Non-current liabilities,,"1,250,082,233,390","1,266,909,545,828",,,,
336,336,336,1. Long-term unearned revenues,,"149,999,998","277,272,726",,,,
337,337,337,2. Other long-term liabilities,,"41,450,000","14,850,000",,,,
338,337 > 338,338,3. Long-term loans,18,"1,248,001,102,142","1,264,686,368,817",,18.0,,
342,337 > 342,342,4. Long-term provisions,20,"1,889,681,250","1,931,054,285",,20.0,,
400,337 > 400,400,D. OWNERS' EQUITY,21.1,"4,789,650,907,996","4,426,587,708,049",,211.0,,
410,410,410,I. Capital,,"4,789,650,907,996","4,426,587,708,049",,,,
411,411,411,1. Share capital,,"4,148,043,710,000","4,225,083,710,000",,,,
411a,411a,411a,- Shares with voting rights,,"3,583,083,710,000","3,583,083,710,000",,,,
411b,411b,411b,- Preference shares,,"564,960,000,000","642,000,000,000",,,,
412,412,412,2. Share premium,,"14,462,886,313","20,700,057,484",,,,
418,418,418,3. Investment and development fund,,"53,742,765,946","53,742,765,946",,,,
421,421,421,4. Undistributed earnings,,"573,401,545,737","127,061,174,619",,,,
421a,421a,421a,- Undistributed earnings up to prior year-end,,"127,061,174,619","94,823,714,565",,,,
421b,421b,421b,- Undistributed earnings of current year,,"446,340,371,118","32,237,460,054",,,,
440,440,440,TOTAL LIABILITIES AND OWNERS' EQUITY,,"6,440,861,601,095","6,540,900,245,323",,,,
