row_label_raw,row_label_full,Bên liên quan,Nội dung nghiệp vụ,Năm nay,VNDNăm trước,numeric__Nội dung nghiệp vụ,numeric__Năm nay,numeric__VNDNăm trước
Thủy điện Thương Lộ,Thủy điện Thương Lộ,Thủy điện Thương Lộ,Lợi nhuận được chiaChi hộDoanh thu bán hàng và cung cấp dịch vụ,6.000.000.000129.401.291,7.000.000.000142.246.542,,6.000000000129401e+18,7.000000000142247e+18
Thủy điện Thương Lộ,Thủy điện Thương Lộ,Thủy điện Thương Lộ,Lợi nhuận được chiaChi hộDoanh thu bán hàng và cung cấp dịch vụ,89.553.600,159.053.600,,89553600.0,159053600.0
Lữ hành Quốc Tế TTC,Lữ hành Quốc Tế TTC,Lữ hành Quốc Tế TTC,Mua hàng hóa dịch vụ,2.488.161.826,1.368.818.207,,2488161826.0,1368818207.0
Điện Gió Tiền Giang,Điện Gió Tiền Giang,Điện Gió Tiền Giang,Doanh thu bán hàng và cung cấp dịch vụChi hộThu hồi khoản cho vayCho vayLãi cho vay,2.346.118.262275.357.490-,2.708.496.490189.976.840173.000.000.000100.000.000.0004.018.410.959,,,2.708496490189977e+52
Điện Gió Tiền Giang,Điện Gió Tiền Giang,Điện Gió Tiền Giang,Doanh thu bán hàng và cung cấp dịch vụChi hộThu hồi khoản cho vayCho vayLãi cho vay,2.346.118.262275.357.490-,2.708.496.490189.976.840173.000.000.000100.000.000.0004.018.410.959,,,2.708496490189977e+52
Điện Gió Tiền Giang,Điện Gió Tiền Giang,Điện Gió Tiền Giang,Doanh thu bán hàng và cung cấp dịch vụChi hộThu hồi khoản cho vayCho vayLãi cho vay,2.346.118.262275.357.490-,2.708.496.490189.976.840173.000.000.000100.000.000.0004.018.410.959,,,2.708496490189977e+52
Điện Gió Tiền Giang,Điện Gió Tiền Giang,Điện Gió Tiền Giang,Doanh thu bán hàng và cung cấp dịch vụChi hộThu hồi khoản cho vayCho vayLãi cho vay,2.346.118.262275.357.490-,2.708.496.490189.976.840173.000.000.000100.000.000.0004.018.410.959,,,2.708496490189977e+52
Điện Mặt trờiTrúc Sơn,Điện Mặt trờiTrúc Sơn,Điện Mặt trờiTrúc Sơn,Doanh thu bán hàng và cung cấp dịch vụChi hộCổ tức được chia,1.563.740.000219.417.827-,1.557.140.000245.034.20441.861.175.600,,,1.5571400002450341e+29
Điện Mặt trờiTrúc Sơn,Điện Mặt trờiTrúc Sơn,Điện Mặt trờiTrúc Sơn,Doanh thu bán hàng và cung cấp dịch vụChi hộCổ tức được chia,1.563.740.000219.417.827-,1.557.140.000245.034.20441.861.175.600,,,1.5571400002450341e+29
Điện Mặt trờiTrúc Sơn,Điện Mặt trờiTrúc Sơn,Điện Mặt trờiTrúc Sơn,Doanh thu bán hàng và cung cấp dịch vụChi hộCổ tức được chia,1.563.740.000219.417.827-,1.557.140.000245.034.20441.861.175.600,,,1.5571400002450341e+29
Chè Thành Ngọc,Chè Thành Ngọc,Chè Thành Ngọc,Mua hàng hóa và dịch vụ,1.423.445.408,-,,1423445408.0,
Dịch vụ Y tế DHA,Dịch vụ Y tế DHA,Dịch vụ Y tế DHA,Mua hàng hóa dịch vụ,498.098.519,479.081.482,,498098519.0,479081482.0
Năng lượng ĐiệnCao Nguyên,Năng lượng ĐiệnCao Nguyên,Năng lượng ĐiệnCao Nguyên,Doanh thu bán hàng và cung cấp dịch vụVayTrả nợ vayLãi vay,147.888.888-,147.888.88840.000.000.00040.000.000.0001.426.191.780,,,1.478888884e+40
Năng lượng ĐiệnCao Nguyên,Năng lượng ĐiệnCao Nguyên,Năng lượng ĐiệnCao Nguyên,Doanh thu bán hàng và cung cấp dịch vụVayTrả nợ vayLãi vay,147.888.888-,147.888.88840.000.000.00040.000.000.0001.426.191.780,,,1.478888884e+40
Năng lượng ĐiệnCao Nguyên,Năng lượng ĐiệnCao Nguyên,Năng lượng ĐiệnCao Nguyên,Doanh thu bán hàng và cung cấp dịch vụVayTrả nợ vayLãi vay,147.888.888-,147.888.88840.000.000.00040.000.000.0001.426.191.780,,,1.478888884e+40
Viện Nghiên cứu Và Đào tạo Quốc tế TTC,Viện Nghiên cứu Và Đào tạo Quốc tế TTC,Viện Nghiên cứu Và Đào tạo Quốc tế TTC,Mua hàng hóa dịch vụ,105.710.000,-,,105710000.0,
Xuất Nhập khẩuTân Định,Xuất Nhập khẩuTân Định,Xuất Nhập khẩuTân Định,Mua hàng hóa dịch vụ,-,1.391.782.041,,,1391782041.0
Công ty TNHH Kasekam Youveakchun Svay Rieng,Công ty TNHH Kasekam Youveakchun Svay Rieng,Công ty TNHH Kasekam Youveakchun Svay Rieng,Doanh thu bán hàng và cung cấp dịch vụ,69.429.010,-,,69429010.0,
Mía đường TTC Attapeu,Mía đường TTC Attapeu,Mía đường TTC Attapeu,Doanh thu bán hàng và cung cấp dịch vụ,66.720.000,66.720.000,,66720000.0,66720000.0
Nông nghiệp Tuần hoàn TTC,Nông nghiệp Tuần hoàn TTC,Nông nghiệp Tuần hoàn TTC,Doanh thu bán hàng và cung cấp dịch vụ,28.409.091,136.363.632,,28409091.0,136363632.0
