row_label_raw,row_label_full,col_0,Số tiền cam kết sẽ góp,Số tiền đã thực góp,VND Số tiền còn phải góp,numeric__Số tiền cam kết sẽ góp,numeric__Số tiền đã thực góp,numeric__VND Số tiền còn phải góp
Công ty Cổ phần Năng lượng Tái tạo Tiền Giang,Công ty Cổ phần Năng lượng Tái tạo Tiền Giang,Công ty Cổ phần Năng lượng Tái tạo Tiền Giang,249.990.000.000,3.400.000.000,246.590.000.000,249990000000.0,3400000000.0,246590000000.0
Công ty Cổ phần Năng lượng Tái tạo Tân Thành,Công ty Cổ phần Năng lượng Tái tạo Tân Thành,Công ty Cổ phần Năng lượng Tái tạo Tân Thành,199.800.000.000,24.000.000.000,175.800.000.000,199800000000.0,24000000000.0,175800000000.0
Công ty Cổ phần Năng lượng Xanh Cà Mau,Công ty Cổ phần Năng lượng Xanh Cà Mau,Công ty Cổ phần Năng lượng Xanh Cà Mau,149.900.000.000,1.900.000.000,148.000.000.000,149900000000.0,1900000000.0,148000000000.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,599.690.000.000,29.300.000.000,570.390.000.000,599690000000.0,29300000000.0,570390000000.0
