row_label_raw,row_label_full,Individuals,Position,Remuneration,Remuneration_1,numeric__Position,numeric__Remuneration,numeric__Remuneration_1
Individuals,Individuals,Individuals,Position,Current year,Previous year,,,
Remuneration for members of the Board of Directors,Remuneration for members of the Board of Directors,Remuneration for members of the Board of Directors,Remuneration for members of the Board of Directors,Remuneration for members of the Board of Directors,Remuneration for members of the Board of Directors,,,
Mr. Nguyen The Vinh,Mr. Nguyen The Vinh,Mr. Nguyen The Vinh,Member,"390,000,000","390,000,000",,,
Mr. Dang Huynh Anh Tuan,Mr. Dang Huynh Anh Tuan,Mr. Dang Huynh Anh Tuan,Member,"390,000,000","390,000,000",,,
Ms. Pham Thi Khue,Ms. Pham Thi Khue,Ms. Pham Thi Khue,Member,"390,000,000","390,000,000",,,
Ms. Nguyen Thuy Van,Ms. Nguyen Thuy Van,Ms. Nguyen Thuy Van,Member,"390,000,000","390,000,000",,,
Mr. Eiji Hagio,Mr. Eiji Hagio,Mr. Eiji Hagio,Member,"262,166,667",-,,,
Mr. Mark Houghton Scott Leslie,Mr. Mark Houghton Scott Leslie,Mr. Mark Houghton Scott Leslie,Member,"262,166,667",-,,,
Mr. Toshihiro Oki,Mr. Toshihiro Oki,Mr. Toshihiro Oki,Member,"118,000,000","390,000,000",,,
Mr. Simon Mark Wilson,Mr. Simon Mark Wilson,Mr. Simon Mark Wilson,Member,"118,000,000","390,000,000",,,
Salary and bonus for Chairman and Board of General Management,Salary and bonus for Chairman and Board of General Management,Salary and bonus for Chairman and Board of General Management,Salary and bonus for Chairman and Board of General Management,Salary and bonus for Chairman and Board of General Management,Salary and bonus for Chairman and Board of General Management,,,
Mr. Tan Xuan Hien,Mr. Tan Xuan Hien,Mr. Tan Xuan Hien,Chairman,"2,406,822,500","2,348,224,000",,,
Ms. Nguyen Thai Ha,Ms. Nguyen Thai Ha,Ms. Nguyen Thai Ha,General Director,"2,777,133,345","2,716,986,000",,,
Mr. Le Thanh Vinh,Mr. Le Thanh Vinh,Mr. Le Thanh Vinh,Permanent,,,,,
,,,Deputy General Director,"2,237,466,905","2,142,174,000",,,
Mr. Nguyen Phong Phu,Mr. Nguyen Phong Phu,Mr. Nguyen Phong Phu,Deputy General Director,"1,755,327,125","1,592,319,000",,,
Ms. Tran Thi Hong Tham,Ms. Tran Thi Hong Tham,Ms. Tran Thi Hong Tham,Finance Director,"1,129,094,470","1,086,569,000",,,
TOTAL,TOTAL,TOTAL,,"12,626,177,679","12,226,272,000",,,
