row_label_raw,row_label_full,col_0,Current year,VND Previous year,numeric__Current year,numeric__VND Previous year
Cost of electricity sold,Cost of electricity sold,Cost of electricity sold,"256,932,775,312","252,311,933,641",,
Cost of equipment rendered,Cost of equipment rendered,Cost of equipment rendered,"124,497,709,614","16,148,059,273",,
Cost of services rendered,Cost of services rendered,Cost of services rendered,"9,148,720,783","7,865,655,351",,
TOTAL,TOTAL,TOTAL,"390,579,205,709","276,325,648,265",,
