row_label_raw,row_label_full,Bên liên quan,Nội dung nghiệp vụ,Năm nay,Năm trước,numeric__Nội dung nghiệp vụ,numeric__Năm nay,numeric__Năm trước
Năng lượng VPL,Năng lượng VPL,Năng lượng VPL,Trả nợ vay,323.000.000.000,133.008.860.276,,323000000000.0,133008860276.0
Năng lượng VPL,Năng lượng VPL,Năng lượng VPL,Vay,140.000.000.000,437.008.860.276,,140000000000.0,437008860276.0
Năng lượng VPL,Năng lượng VPL,Năng lượng VPL,Lãi vay,15.552.191.782,13.159.777.002,,15552191782.0,13159777002.0
Năng lượng VPL,Năng lượng VPL,Năng lượng VPL,Doanh thu bán hàng và cung cấp dịch vụ,1.183.641.000,1.284.681.000,,1183641000.0,1284681000.0
Năng lượng VPL,Năng lượng VPL,Năng lượng VPL,Cổ tức được chia,-,29.549.513.000,,,29549513000.0
Thủy điện Trường Phú,Thủy điện Trường Phú,Thủy điện Trường Phú,Thu hồi khoản cho vay,168.900.000.000,-,,168900000000.0,
Thủy điện Trường Phú,Thủy điện Trường Phú,Thủy điện Trường Phú,Lãi cho vay,4.496.895.890,15.092.256.168,,4496895890.0,15092256168.0
Thủy điện Trường Phú,Thủy điện Trường Phú,Thủy điện Trường Phú,Doanh thu bán hàng và cung cấp dịch vụ,30.657.600,230.722.000,,30657600.0,230722000.0
Điện TTC Đức Huệ - Long An,Điện TTC Đức Huệ - Long An,Điện TTC Đức Huệ - Long An,Doanh thu cung cấp thiết bị,114.940.112.330,5.690.804.240,,114940112330.0,5690804240.0
Điện TTC Đức Huệ - Long An,Điện TTC Đức Huệ - Long An,Điện TTC Đức Huệ - Long An,Vay,70.000.000.000,125.000.000.000,,70000000000.0,125000000000.0
Điện TTC Đức Huệ - Long An,Điện TTC Đức Huệ - Long An,Điện TTC Đức Huệ - Long An,Cổ tức được chia,65.400.126.400,28.028.625.600,,65400126400.0,28028625600.0
Điện TTC Đức Huệ - Long An,Điện TTC Đức Huệ - Long An,Điện TTC Đức Huệ - Long An,Lãi vay,2.527.671.235,4.923.780.822,,2527671235.0,4923780822.0
Điện TTC Đức Huệ - Long An,Điện TTC Đức Huệ - Long An,Điện TTC Đức Huệ - Long An,Doanh thu bán hàng và cung cấp dịch vụ,2.452.320.000,1.671.579.259,,2452320000.0,1671579259.0
Điện TTC Đức Huệ - Long An,Điện TTC Đức Huệ - Long An,Điện TTC Đức Huệ - Long An,Chi hộ,308.370.399,263.397.575,,308370399.0,263397575.0
Điện TTC Đức Huệ - Long An,Điện TTC Đức Huệ - Long An,Điện TTC Đức Huệ - Long An,Trả nợ vay,-,157.000.000.000,,,157000000000.0
Thủy điện Gia Lai,Thủy điện Gia Lai,Thủy điện Gia Lai,Cổ tức được chia,59.609.782.000,59.609.782.000,,59609782000.0,59609782000.0
Thủy điện Gia Lai,Thủy điện Gia Lai,Thủy điện Gia Lai,Doanh thu bán hàng và cung cấp dịch vụ,16.827.840.000,17.180.884.000,,16827840000.0,17180884000.0
Thủy điện Gia Lai,Thủy điện Gia Lai,Thủy điện Gia Lai,Doanh thu cung cấp thiết bị,3.987.585.309,430.925,,3987585309.0,430925.0
Thủy điện Gia Lai,Thủy điện Gia Lai,Thủy điện Gia Lai,Chi hộ,483.673.468,480.834.888,,483673468.0,480834888.0
Điện Gió la Bang,Điện Gió la Bang,Điện Gió la Bang,Cổ tức được chia,25.800.000.000,38.700.000.000,,25800000000.0,38700000000.0
Điện Gió la Bang,Điện Gió la Bang,Điện Gió la Bang,Vay,20.000.000.000,65.000.000.000,,20000000000.0,65000000000.0
Điện Gió la Bang,Điện Gió la Bang,Điện Gió la Bang,Trả nợ vay,6.000.000.000,65.000.000.000,,6000000000.0,65000000000.0
Điện Gió la Bang,Điện Gió la Bang,Điện Gió la Bang,Doanh thu bán hàng và cung cấp dịch vụ,1.607.120.000,1.766.220.000,,1607120000.0,1766220000.0
Điện Gió la Bang,Điện Gió la Bang,Điện Gió la Bang,Chi hộ,120.426.344,162.998.591,,120426344.0,162998591.0
Điện Gió la Bang,Điện Gió la Bang,Điện Gió la Bang,Lãi vay,72.493.151,1.935.945.204,,72493151.0,1935945204.0
Năng Lượng Tài Tạo Tân Thành,Năng Lượng Tài Tạo Tân Thành,Năng Lượng Tài Tạo Tân Thành,Góp vốn,19.000.000.000,5.000.000.000,,19000000000.0,5000000000.0
VI-JA,VI-JA,VI-JA,Doanh thu bán hàng và cung cấp dịch vụ,8.482.320.000,17.043.534.529,,8482320000.0,17043534529.0
VI-JA,VI-JA,VI-JA,Chi hộ,241.671.154,323.917.808,,241671154.0,323917808.0
VI-JA,VI-JA,VI-JA,Vay,-,16.000.000.000,,,16000000000.0
VI-JA,VI-JA,VI-JA,Trả nợ vay,-,16.000.000.000,,,16000000000.0
VI-JA,VI-JA,VI-JA,Cổ tức được chia,-,2.970.000.000,,,2970000000.0
Thành Thành Nam,Thành Thành Nam,Thành Thành Nam,Mua dịch vụ,6.398.315.828,5.958.382.630,,6398315828.0,5958382630.0
