row_label_raw,row_label_full,Code,ITEMS,Notes,Current year,Previous year,numeric__ITEMS,numeric__Notes,numeric__Current year,numeric__Previous year
,,,I. CASH FLOWS FROM OPERATING ACTIVITIES,,,,,,,
01,01,01,Profit before tax,,"547,772,436,021","76,833,007,359",,,,
01,01,01,Adjustments for:,,,,,,,
02,02,02,Depreciation and amortisation,"11, 12","139,712,619,078","142,686,939,981",,,,
03,03,03,(Reversal of provisions)provisions,,"(209,151,385,797)","126,726,577,399",,,,
04,04,04,Foreign exchange losses (gains)arising from revaluation ofmonetary accounts denominatedin foreign currency,,"10,767,001","(44,402,387)",,,,
05,05,05,Profits from investing activities,,"(300,542,386,154)","(229,717,137,439)",,,,
06,05 > 06,06,Interest expense and bondissuance fee,24,"135,636,462,009","223,802,200,175",,24.0,,
08,08,08,Operating profit before changes in working capital,,"313,438,512,158","340,287,185,088",,,,
09,09,09,Increase in receivables,,"(162,347,633,713)","(15,559,604,825)",,,,
10,10,10,Decrease in inventories,,"44,745,895,168","11,873,316,479",,,,
11,11,11,Increase (decrease) in payables,,"14,573,550,057","(17,099,894,133)",,,,
12,12,12,Decrease in prepaid expenses,,"1,381,941,554","712,885,267",,,,
14,14,14,Interest paid,,"(136,297,872,829)","(239,126,450,824)",,,,
15,15,15,Corporate income tax paid,,-,"(3,084,884,635)",,,,
17,17,17,Other cash outflows fromoperating activities,,"(10,274,833,925)","(5,838,900,444)",,,,
20,20,20,Net cash flows from operating activities,,"65,219,558,470","72,163,651,973",,,,
,,,II. CASH FLOWS FROM INVESTING ACTIVITIES,,,,,,,
21,21,21,"Purchase, construction offixed assets",,"(8,055,199,432)","(2,648,326,125)",,,,
22,22,22,Proceeds from disposal offixed assets,,"1,544,053,970","3,892,610,445",,,,
23,23,23,Payment for loans to otherentities,,"(3,500,000,000)","(106,400,000,000)",,,,
24,24,24,Collections from borrowers,,"175,300,000,000","173,000,000,000",,,,
25,25,25,Payments for investmentsin other entities,,"(19,000,000,000)","(5,000,000,000)",,,,
26,26,26,Proceeds from sale ofinvestments in other entities,,"230,958,411,937",-,,,,
27,27,27,"Interest, dividends and sharedprofit received",,"180,089,107,930","214,637,934,368",,,,
30,30,30,Net cash flows from investingactivities,,"557,336,374,405","277,482,218,688",,,,
