row_label_raw,row_label_full,Related parties,Relationship,numeric__Relationship
"Bien Hoa - Phan Rang Sugar Joint Stock Company (""Bien Hoa - Phan Rang Sugar"")","Bien Hoa - Phan Rang Sugar Joint Stock Company (""Bien Hoa - Phan Rang Sugar"")","Bien Hoa - Phan Rang Sugar Joint Stock Company (""Bien Hoa - Phan Rang Sugar"")",Related party of major shareholder,
"Kasekam Youveakchun Svay Rieng Co., Ltd","Kasekam Youveakchun Svay Rieng Co., Ltd","Kasekam Youveakchun Svay Rieng Co., Ltd",Related party of major shareholder,
"Gia Lai Hydropower Joint Stock Company (""Gia Lai Hydropower"")","Gia Lai Hydropower Joint Stock Company (""Gia Lai Hydropower"")","Gia Lai Hydropower Joint Stock Company (""Gia Lai Hydropower"")",Subsidiary,
"TTC Duc Hue - Long An Electricity Joint Stock Company (""TTC Duc Hue - Long An Electricity"")","TTC Duc Hue - Long An Electricity Joint Stock Company (""TTC Duc Hue - Long An Electricity"")","TTC Duc Hue - Long An Electricity Joint Stock Company (""TTC Duc Hue - Long An Electricity"")",Subsidiary,
"Tien Giang Wind Power Joint Stock Company (""Tien Giang Wind Power"")","Tien Giang Wind Power Joint Stock Company (""Tien Giang Wind Power"")","Tien Giang Wind Power Joint Stock Company (""Tien Giang Wind Power"")",Subsidiary,
"Truc Son Solar Power Plant Joint Stock Company (""Truc Son Solar Power Plant"")","Truc Son Solar Power Plant Joint Stock Company (""Truc Son Solar Power Plant"")","Truc Son Solar Power Plant Joint Stock Company (""Truc Son Solar Power Plant"")",Subsidiary,
"VPL Energy Joint Stock Company (""VPL Energy"")","VPL Energy Joint Stock Company (""VPL Energy"")","VPL Energy Joint Stock Company (""VPL Energy"")",Subsidiary,
"Ia Bang Wind Electricity Joint Stock Company (""Ia Bang Wind Electricity"")","Ia Bang Wind Electricity Joint Stock Company (""Ia Bang Wind Electricity"")","Ia Bang Wind Electricity Joint Stock Company (""Ia Bang Wind Electricity"")",Subsidiary,
"Thuong Lo Hydropower One - Member Limited Company (""Thuong Lo Hydropower"")","Thuong Lo Hydropower One - Member Limited Company (""Thuong Lo Hydropower"")","Thuong Lo Hydropower One - Member Limited Company (""Thuong Lo Hydropower"")",Subsidiary,
"VI-JA Renewable Energy Development Cooperation Joint Stock Company (""VI-JA"")","VI-JA Renewable Energy Development Cooperation Joint Stock Company (""VI-JA"")","VI-JA Renewable Energy Development Cooperation Joint Stock Company (""VI-JA"")",Subsidiary,
"Tien Giang Renewable Energy Joint Stock Company (""Tien Giang Renewable Energy"")","Tien Giang Renewable Energy Joint Stock Company (""Tien Giang Renewable Energy"")","Tien Giang Renewable Energy Joint Stock Company (""Tien Giang Renewable Energy"")",Subsidiary,
"Gia Lai Consultancy and Energy Development One Member Limited Company (""Gia Lai Consultancy and Energy Development"")","Gia Lai Consultancy and Energy Development One Member Limited Company (""Gia Lai Consultancy and Energy Development"")","Gia Lai Consultancy and Energy Development One Member Limited Company (""Gia Lai Consultancy and Energy Development"")",Subsidiary,
"Ca Mau Green Energy Joint Stock Company (""Ca Mau Green Energy"")","Ca Mau Green Energy Joint Stock Company (""Ca Mau Green Energy"")","Ca Mau Green Energy Joint Stock Company (""Ca Mau Green Energy"")",Subsidiary,
"Tan Thanh Renewable Power Joint Stock Company (""Tan Thanh Renewable Power"")","Tan Thanh Renewable Power Joint Stock Company (""Tan Thanh Renewable Power"")","Tan Thanh Renewable Power Joint Stock Company (""Tan Thanh Renewable Power"")",Subsidiary,
"Cao Nguyen Energy Joint Stock Company (""Cao Nguyen Energy"")","Cao Nguyen Energy Joint Stock Company (""Cao Nguyen Energy"")","Cao Nguyen Energy Joint Stock Company (""Cao Nguyen Energy"")",Subsidiary,
"Solwind Energy Joint Stock Company (""Solwind Energy"")","Solwind Energy Joint Stock Company (""Solwind Energy"")","Solwind Energy Joint Stock Company (""Solwind Energy"")",Associate,
"Truong Phu Hydropower Joint Stock Company (until 29 April 2025) (""Truong Phu Hydropower"")","Truong Phu Hydropower Joint Stock Company (until 29 April 2025) (""Truong Phu Hydropower"")","Truong Phu Hydropower Joint Stock Company (until 29 April 2025) (""Truong Phu Hydropower"")",Associate,
