row_label_raw,row_label_full,col_0,VND,VND_1,numeric__VND,numeric__VND_1
,,,Ending balance,Beginning balance,,
Receivables from customers,Receivables from customers,Receivables from customers,"108,788,922,220","90,358,860,334",,
- Central Power Corporation,- Central Power Corporation,- Central Power Corporation,"54,395,962,984","48,097,523,539",,
- Electricity Power Trading Company,- Electricity Power Trading Company,- Electricity Power Trading Company,"47,012,209,806","33,597,676,401",,
- Southern Power Corporation,- Southern Power Corporation,- Southern Power Corporation,"6,795,694,473","7,240,190,682",,
- Other customers,- Other customers,- Other customers,"585,054,957","1,423,469,712",,
Receivables from related parties (Note 28),Receivables from related parties (Note 28),Receivables from related parties (Note 28),"54,083,370,800","180,252,000",,
TOTAL,TOTAL,TOTAL,"162,872,293,020","90,539,112,334",,
Provision for doubtful short-term receivables,Provision for doubtful short-term receivables,Provision for doubtful short-term receivables,"(368,956,000)","(817,708,635)",,
NET,NET,NET,"162,503,337,020","89,721,403,699",,
