row_label_raw,row_label_full,col_0,Ending balance,VNDBeginning balance,numeric__Ending balance,numeric__VNDBeginning balance
Forest environment protection fees,Forest environment protection fees,Forest environment protection fees,"1,311,969,132","1,047,061,440",,
Dividends payable,Dividends payable,Dividends payable,"370,682,076","398,834,076",,
Others,Others,Others,"4,799,121,343","3,558,205,305",,
TOTAL,TOTAL,TOTAL,"6,481,772,551","5,004,100,821",,
