row_label_raw,row_label_full,col_0,Current year,VND Previous year,numeric__Current year,numeric__VND Previous year
Contributed share capital,Contributed share capital,Contributed share capital,Contributed share capital,Contributed share capital,,
Beginning balance,Beginning balance,Beginning balance,"4,225,083,710,000","4,054,494,010,000",,
Increase in year,Increase in year,Increase in year,-,"170,589,700,000",,
Decrease in year,Decrease in year,Decrease in year,"(77,040,000,000)",-,,
Ending balance,Ending balance,Ending balance,"4,148,043,710,000","4,225,083,710,000",,
Dividends paid,Dividends paid,Dividends paid,"(40,906,218,000)","(40,076,208,000)",,
