row_label_raw,row_label_full,col_0,Ending balance,VNDBeginning balance,numeric__Ending balance,numeric__VNDBeginning balance
Advances to employees (*),Advances to employees (*),Advances to employees (*),"120,718,780,792","34,027,326,938",,
Deposit interest,Deposit interest,Deposit interest,"33,415,067","57,072,835",,
Interest receivable from related party (Note 28),Interest receivable from related party (Note 28),Interest receivable from related party (Note 28),-,"16,888,624,658",,
Others,Others,Others,"2,689,505,649","3,281,694,990",,
TOTAL,TOTAL,TOTAL,"123,441,701,508","54,254,719,421",,
In which:,In which:,In which:,In which:,In which:,,
Related parties (Note 28),Related parties (Note 28),Related parties (Note 28),-,"16,888,624,658",,
Third parties,Third parties,Third parties,"123,441,701,508","37,366,094,763",,
