row_label_raw,row_label_full,col_0,Ending balance,VNDBeginning balance,numeric__Ending balance,numeric__VNDBeginning balance
Interest expenses,Interest expenses,Interest expenses,"4,211,572,342","6,887,716,490",,
Others,Others,Others,"3,563,549,396","2,923,214,227",,
TOTAL,TOTAL,TOTAL,"7,775,121,738","9,810,930,717",,
