row_label_raw,row_label_full,Code,ITEMS,Notes,Current year,Previous year,numeric__ITEMS,numeric__Notes,numeric__Current year,numeric__Previous year
,,,III. CASH FLOWS FROM FINANCING ACTIVITIES,,,,,,,
32,32,32,Capital redemption,,"(83,057,171,171)",-,,,,
33,32 > 33,33,Drawdown of borrowings,18,"366,234,011,504","1,290,206,271,924",,18.0,,
34,32 > 34,34,Repayment of borrowings,18,"(893,377,843,609)","(1,626,538,214,215)",,18.0,,
36,32 > 36,36,Dividends paid,21.3,"(40,906,218,000)","(40,076,208,000)",,213.0,,
40,40,40,Net cash flows used in financing activities,,"(651,107,221,276)","(376,408,150,291)",,,,
50,50,50,Net decrease in cash and cash equivalents,,"(28,551,288,401)","(26,762,279,630)",,,,
60,60,60,Cash and cash equivalents at beginning of year,,"49,319,466,094","76,037,343,337",,,,
61,61,61,Impact of exchange rate fluctuation,,"(10,767,001)","44,402,387",,,,
70,61 > 70,70,Cash and cash equivalents at end of year,4,"20,757,410,692","49,319,466,094",,4.0,,
