row_label_raw,row_label_full,Chi phí thuế thu nhập doanh nghiệp hoãn lại phát sinh từ hoàn nhập tài sản thuế thu nhập hoãn lại (Thuyết minh 14.2) > Thu nhập thuế thu nhập doanh nghiệp hoãn lại phát sinh từ các khoản chênh lệch tạm thời được khấu trừ (Thuyết minh 14.2),Năm 2022Triệu VND > 44.370 > (63.966),Năm 2021Triệu VND > 50.724 > (44.370),numeric__Năm 2022Triệu VND > 44.370 > (63.966),numeric__Năm 2021Triệu VND > 50.724 > (44.370)
Thu nhập thuế thu nhập doanh nghiệp hoãn lại phát sinh từ hoàn nhập thuế thu nhập hoãn lại phải trả,Thu nhập thuế thu nhập doanh nghiệp hoãn lại phát sinh từ hoàn nhập thuế thu nhập hoãn lại phải trả,Thu nhập thuế thu nhập doanh nghiệp hoãn lại phát sinh từ hoàn nhập thuế thu nhập hoãn lại phải trả,-,(67),,-67.0
,,,(19.596),6.287,-19596.0,6287.0
