row_label_raw,row_label_full,col_0,Thuyết minh,31.12.2022 Triệu VND,31.12.2021 Triệu VND,numeric__Thuyết minh,numeric__31.12.2022 Triệu VND,numeric__31.12.2021 Triệu VND
Đầu tư dài hạn khác,Đầu tư dài hạn khác,Đầu tư dài hạn khác,11.2,303.387,299.317,112.0,303387.0,299317.0
Dự phòng giảm giá đầu tư dài hạn,Dự phòng giảm giá đầu tư dài hạn,Dự phòng giảm giá đầu tư dài hạn,11.3,(156.573),(127.392),113.0,-156573.0,-127392.0
,,,,146.814,171.925,,146814.0,171925.0
