row_label_raw,row_label_full,col_0,Tại ngày 31 tháng 12 năm 2021 > Tổng giá trị của hợp đồng (theo tỷ giá ngày hiệu lực hợp đồng),Tại ngày 31 tháng 12 năm 2021 > Tổng giá trị ghi sổ kế toán (theo tỷ giá tại ngày 31 tháng 12 năm 2021),Tại ngày 31 tháng 12 năm 2021 > Tổng giá trị ghi sổ kế toán (theo tỷ giá tại ngày 31 tháng 12 năm 2021)_1,Tại ngày 31 tháng 12 năm 2021 > Tổng giá trị ghi sổ kế toán (theo tỷ giá tại ngày 31 tháng 12 năm 2021)_2,numeric__Tại ngày 31 tháng 12 năm 2021 > Tổng giá trị của hợp đồng (theo tỷ giá ngày hiệu lực hợp đồng),numeric__Tại ngày 31 tháng 12 năm 2021 > Tổng giá trị ghi sổ kế toán (theo tỷ giá tại ngày 31 tháng 12 năm 2021),numeric__Tại ngày 31 tháng 12 năm 2021 > Tổng giá trị ghi sổ kế toán (theo tỷ giá tại ngày 31 tháng 12 năm 2021)_1,numeric__Tại ngày 31 tháng 12 năm 2021 > Tổng giá trị ghi sổ kế toán (theo tỷ giá tại ngày 31 tháng 12 năm 2021)_2
,,,Triệu VND,Tài sảnTriệu VND,Công nợTriệu VND,Tổng cộngTriệu VND,,,,
Công cụ tài chính phải sinh tiền tệ,Công cụ tài chính phải sinh tiền tệ,Công cụ tài chính phải sinh tiền tệ,Công cụ tài chính phải sinh tiền tệ,Công cụ tài chính phải sinh tiền tệ,Công cụ tài chính phải sinh tiền tệ,Công cụ tài chính phải sinh tiền tệ,,,,
Giao dịch kỳ hạn tiền tệ,Công cụ tài chính phải sinh tiền tệ > Giao dịch kỳ hạn tiền tệ,Giao dịch kỳ hạn tiền tệ,2.142.087,14.044,-,14.044,2142087.0,14044.0,,14044.0
Giao dịch hoán đối tiền tệ,Công cụ tài chính phải sinh tiền tệ > Giao dịch hoán đối tiền tệ,Giao dịch hoán đối tiền tệ,38.404.819,212.501,-,212.501,38404819.0,212501.0,,212501.0
Công cụ tài chính phải sinh khác,Công cụ tài chính phải sinh khác,Công cụ tài chính phải sinh khác,Công cụ tài chính phải sinh khác,Công cụ tài chính phải sinh khác,Công cụ tài chính phải sinh khác,Công cụ tài chính phải sinh khác,,,,
Giao dịch hoán đối lãi suất,Công cụ tài chính phải sinh khác > Giao dịch hoán đối lãi suất,Giao dịch hoán đối lãi suất,2.784.000,-,-,-,2784000.0,,,
,,,43.330.906,226.545,-,226.545,43330906.0,226545.0,,226545.0
