row_label_raw,row_label_full,col_0,VND,USD,Vàng,EUR,JPY,AUD,CAD,Khác,Tổng cộng,numeric__VND,numeric__USD,numeric__Vàng,numeric__EUR,numeric__JPY,numeric__AUD,numeric__CAD,numeric__Khác,numeric__Tổng cộng
Tại ngày 31 tháng 12 năm 2022,Tại ngày 31 tháng 12 năm 2022,Tại ngày 31 tháng 12 năm 2022,Tại ngày 31 tháng 12 năm 2022,Tại ngày 31 tháng 12 năm 2022,Tại ngày 31 tháng 12 năm 2022,Tại ngày 31 tháng 12 năm 2022,Tại ngày 31 tháng 12 năm 2022,Tại ngày 31 tháng 12 năm 2022,Tại ngày 31 tháng 12 năm 2022,Tại ngày 31 tháng 12 năm 2022,Tại ngày 31 tháng 12 năm 2022,,,,,,,,,
Tải sản,Tải sản,Tải sản,Tải sản,Tải sản,Tải sản,Tải sản,Tải sản,Tải sản,Tải sản,Tải sản,Tải sản,,,,,,,,,
"Tiền mặt, vàng bạc, đá quý","Tải sản > Tiền mặt, vàng bạc, đá quý","Tiền mặt, vàng bạc, đá quý",7.248.994,1.021.641,156.998,6.934,5.236,7.350,12.829,910,8.460.892,7248994.0,1021641.0,156998.0,6934.0,5236.0,7350.0,12829.0,910.0,8460892.0
Tiền gửi tại NHNN,Tải sản > Tiền gửi tại NHNN,Tiền gửi tại NHNN,12.657.646,999.885,-,-,-,-,-,-,13.657.531,12657646.0,999885.0,,,,,,,13657531.0
Tiền gửi và cho vay các TCTD khác (i),Tải sản > Tiền gửi và cho vay các TCTD khác (i),Tiền gửi và cho vay các TCTD khác (i),64.828.288,18.565.471,-,211.947,2.284.468,85.927,7.056,38.156,86.021.313,64828288.0,18565471.0,,211947.0,2284468.0,85927.0,7056.0,38156.0,86021313.0
Chứng khoán kính doanh (i),Tải sản > Chứng khoán kính doanh (i),Chứng khoán kính doanh (i),1.320.941,-,-,-,-,-,-,-,1.320.941,1320941.0,,,,,,,,1320941.0
Các công cụ tài chính phải sinh và các tài sản tài chính khác,Tải sản > Các công cụ tài chính phải sinh và các tài sản tài chính khác,Các công cụ tài chính phải sinh và các tài sản tài chính khác,7.268.281,(5.651.350),-,(7),(1.516.870),-,-,18,100.072,7268281.0,-5651350.0,,-7.0,-1516870.0,,,18.0,100072.0
Cho vay khách hàng (i),Tải sản > Cho vay khách hàng (i),Cho vay khách hàng (i),404.615.361,9.081.658,9.225,-,-,-,-,-,413.706.244,404615361.0,9081658.0,9225.0,,,,,,413706244.0
Chứng khoán đầu tư (i),Tải sản > Chứng khoán đầu tư (i),Chứng khoán đầu tư (i),75.534.794,-,-,-,-,-,-,-,75.534.794,75534794.0,,,,,,,,75534794.0
"Góp vốn, đầu tư dài hạn (i)","Tải sản > Góp vốn, đầu tư dài hạn (i)","Góp vốn, đầu tư dài hạn (i)",303.387,-,-,-,-,-,-,-,303.387,303387.0,,,,,,,,303387.0
Tài sản cố định,Tải sản > Tài sản cố định,Tài sản cố định,3.981.376,-,-,-,-,-,-,-,3.981.376,3981376.0,,,,,,,,3981376.0
Bất động sản đầu tư,Tải sản > Bất động sản đầu tư,Bất động sản đầu tư,177.005,-,-,-,-,-,-,-,177.005,177005.0,,,,,,,,177005.0
Tài sản Có khác (i),Tải sản > Tài sản Có khác (i),Tài sản Có khác (i),8.166.586,1.807.071,4.048,27.299,48.696,-,8,12,10.053.720,8166586.0,1807071.0,4048.0,27299.0,48696.0,,8.0,12.0,10053720.0
Tổng tài sản,Tải sản > Tổng tài sản,Tổng tài sản,586.102.659,25.824.376,170.271,246.173,821.530,93.277,19.893,39.096,613.317.275,586102659.0,25824376.0,170271.0,246173.0,821530.0,93277.0,19893.0,39096.0,613317275.0
Nợ phải trả và vốn chủ sở hữu,Nợ phải trả và vốn chủ sở hữu,Nợ phải trả và vốn chủ sở hữu,Nợ phải trả và vốn chủ sở hữu,Nợ phải trả và vốn chủ sở hữu,Nợ phải trả và vốn chủ sở hữu,Nợ phải trả và vốn chủ sở hữu,Nợ phải trả và vốn chủ sở hữu,Nợ phải trả và vốn chủ sở hữu,Nợ phải trả và vốn chủ sở hữu,Nợ phải trả và vốn chủ sở hữu,Nợ phải trả và vốn chủ sở hữu,,,,,,,,,
