row_label_raw,row_label_full,col_0,col_1,31.12.2022Triệu VND,31.12.2021Triệu VND,numeric__col_1,numeric__31.12.2022Triệu VND,numeric__31.12.2021Triệu VND
,,,,31.12.2022Triệu VND,31.12.2021Triệu VND,,,
Nhóm 1 - Nợ đủ tiêu chuẩn,Nhóm 1 - Nợ đủ tiêu chuẩn,Nhóm 1 - Nợ đủ tiêu chuẩn,Nhóm 1 - Nợ đủ tiêu chuẩn,22.358.874,3.466.512,,22358874.0,3466512.0
10.3 Tinh trạng niêm yết,10.3 Tinh trạng niêm yết,10.3 Tinh trạng niêm yết,10.3 Tinh trạng niêm yết,,,,,
,,,,31.12.2022Triệu VND,31.12.2021Triệu VND,,,
Chứng khoán đầu tư sẵn sàng để bánChứng khoán nợ,Chứng khoán đầu tư sẵn sàng để bánChứng khoán nợ,Chứng khoán đầu tư sẵn sàng để bánChứng khoán nợ,Chứng khoán đầu tư sẵn sàng để bánChứng khoán nợ,,,,,
Đã niêm yết,Chứng khoán đầu tư sẵn sàng để bánChứng khoán nợ > Đã niêm yết,Đã niêm yết,Đã niêm yết,11.441.467,8.128.747,,11441467.0,8128747.0
Chưa niêm yết,Chứng khoán đầu tư sẵn sàng để bánChứng khoán nợ > Chưa niêm yết,Chưa niêm yết,Chưa niêm yết,20.400.787,1.506.909,,20400787.0,1506909.0
,,,,31.842.254,9.635.656,,31842254.0,9635656.0
Chứng khoán vốn,Chứng khoán vốn,Chứng khoán vốn,Chứng khoán vốn,,,,,
Đã niêm yết,Chứng khoán vốn > Đã niêm yết,Đã niêm yết,Đã niêm yết,12.661,103.883,,12661.0,103883.0
,,,,31.854.915,9.739.539,,31854915.0,9739539.0
Chứng khoán đầu tư giữ đến ngày đáo hạn (không bao gồm trái phiếu đặc biệt do VAMC phát hành)Chứng khoán nợ,Chứng khoán đầu tư giữ đến ngày đáo hạn (không bao gồm trái phiếu đặc biệt do VAMC phát hành)Chứng khoán nợ,Chứng khoán đầu tư giữ đến ngày đáo hạn (không bao gồm trái phiếu đặc biệt do VAMC phát hành)Chứng khoán nợ,Chứng khoán đầu tư giữ đến ngày đáo hạn (không bao gồm trái phiếu đặc biệt do VAMC phát hành)Chứng khoán nợ,,,,,
Đã niêm yết,Chứng khoán đầu tư giữ đến ngày đáo hạn (không bao gồm trái phiếu đặc biệt do VAMC phát hành)Chứng khoán nợ > Đã niêm yết,Đã niêm yết,Đã niêm yết,41.721.792,47.783.468,,41721792.0,47783468.0
Chưa niêm yết,Chứng khoán đầu tư giữ đến ngày đáo hạn (không bao gồm trái phiếu đặc biệt do VAMC phát hành)Chứng khoán nợ > Chưa niêm yết,Chưa niêm yết,Chưa niêm yết,1.958.087,1.959.603,,1958087.0,1959603.0
,,,,43.679.879,49.743.071,,43679879.0,49743071.0
