row_label_raw,row_label_full,col_0,Dự phòng cụ thể (i)Triệu VND,Dự phòng chungTriệu VND,Dự phòng rủi ro cho vay giao dịch ký quỹTriệu VND,Tổng cộngTriệu VND,numeric__Dự phòng cụ thể (i)Triệu VND,numeric__Dự phòng chungTriệu VND,numeric__Dự phòng rủi ro cho vay giao dịch ký quỹTriệu VND,numeric__Tổng cộngTriệu VND
Tại ngày 1 tháng 1 năm 2021,Tại ngày 1 tháng 1 năm 2021,Tại ngày 1 tháng 1 năm 2021,572.448,2.261.715,116.201,2.950.364,572448.0,2261715.0,116201.0,2950364.0
Trích lập trong năm (Thuyết minh 32),Trích lập trong năm (Thuyết minh 32),Trích lập trong năm (Thuyết minh 32),2.928.945,407.164,-,3.336.109,2928945.0,407164.0,,3336109.0
Sử dụng trong năm,Sử dụng trong năm,Sử dụng trong năm,(424.885),-,-,(424.885),-424885.0,,,-424885.0
Tại ngày 31 tháng 12 năm 2021(Hoàn nhập)/trích lập trong năm(Thuyết minh 32),Tại ngày 31 tháng 12 năm 2021(Hoàn nhập)/trích lập trong năm(Thuyết minh 32),Tại ngày 31 tháng 12 năm 2021(Hoàn nhập)/trích lập trong năm(Thuyết minh 32),3.076.508,2.668.879,116.201,5.861.588,3076508.0,2668879.0,116201.0,5861588.0
Tại ngày 31 tháng 12 năm 2021(Hoàn nhập)/trích lập trong năm(Thuyết minh 32),Tại ngày 31 tháng 12 năm 2021(Hoàn nhập)/trích lập trong năm(Thuyết minh 32),Tại ngày 31 tháng 12 năm 2021(Hoàn nhập)/trích lập trong năm(Thuyết minh 32),(381.329),402.142,1,20.814,-381329.0,402142.0,1.0,20814.0
Sử dụng trong năm,Sử dụng trong năm,Sử dụng trong năm,(1.032.666),-,-,(1.032.666),-1032666.0,,,-1032666.0
Tại ngày 31 tháng 12 năm 2022,Tại ngày 31 tháng 12 năm 2022,Tại ngày 31 tháng 12 năm 2022,1.662.513,3.071.021,116.202,4.849.736,1662513.0,3071021.0,116202.0,4849736.0
