row_label_raw,row_label_full,col_0,Năm 2021,Năm 2021_1,Năm 2021_2,Năm 2021_3,Năm 2021_4,Năm 2021_5,Năm 2021_6,numeric__Năm 2021,numeric__Năm 2021_1,numeric__Năm 2021_2,numeric__Năm 2021_3,numeric__Năm 2021_4,numeric__Năm 2021_5,numeric__Năm 2021_6
,,,Ngân hàng Triệu VND,Chứng khoán Triệu VND,Quản lý nợ Triệu VND,Cho thuê tài chính Triệu VND,Quản lý quỹ Triệu VND,Loại trừ Triệu VND,Tổng cộng Triệu VND,,,,,,,
Thu nhập,Thu nhập,Thu nhập,Thu nhập,Thu nhập,Thu nhập,Thu nhập,Thu nhập,Thu nhập,Thu nhập,,,,,,,
1. Thu nhập lãi,Thu nhập > 1. Thu nhập lãi,1. Thu nhập lãi,33.226.067,427.511,170,114.835,3.010,(57.783),33.713.810,33226067.0,427511.0,170.0,114835.0,3010.0,-57783.0,33713810.0
Thu nhập lãi từ khách hàng bên ngoài,Thu nhập > Thu nhập lãi từ khách hàng bên ngoài,Thu nhập lãi từ khách hàng bên ngoài,33.186.039,412.972,2,114.797,-,-,33.713.810,33186039.0,412972.0,2.0,114797.0,,,33713810.0
Thu nhập lãi từ nội bộ,Thu nhập > Thu nhập lãi từ nội bộ,Thu nhập lãi từ nội bộ,40.028,14.539,168,38,3.010,(57.783),-,40028.0,14539.0,168.0,38.0,3010.0,-57783.0,
2. Thu nhập từ hoạt động dịch vụ,Thu nhập > 2. Thu nhập từ hoạt động dịch vụ,2. Thu nhập từ hoạt động dịch vụ,3.468.695,580.812,-,-,185,(23.232),4.026.460,3468695.0,580812.0,,,185.0,-23232.0,4026460.0
3. Thu nhập từ hoạt động kinh doanh khác,Thu nhập > 3. Thu nhập từ hoạt động kinh doanh khác,3. Thu nhập từ hoạt động kinh doanh khác,1.691.343,485.454,148.971,17.465,1.304,(55.599),2.288.938,1691343.0,485454.0,148971.0,17465.0,1304.0,-55599.0,2288938.0
Chi phí,Chi phí,Chi phí,Chi phí,Chi phí,Chi phí,Chi phí,Chi phí,Chi phí,Chi phí,,,,,,,
1. Chi phí lãi,Chi phí > 1. Chi phí lãi,1. Chi phí lãi,(14.613.171),(188.127),-,(40.510),-,72.790,(14.769.018),-14613171.0,-188127.0,,-40510.0,,72790.0,-14769018.0
Chi phí lãi khách hàng bên ngoài,Chi phí > Chi phí lãi khách hàng bên ngoài,Chi phí lãi khách hàng bên ngoài,(14.596.567),(186.976),-,(482),-,15.007,(14.769.018),-14596567.0,-186976.0,,-482.0,,15007.0,-14769018.0
Chi phí lãi nội bộ,Chi phí > Chi phí lãi nội bộ,Chi phí lãi nội bộ,(16.604),(1.151),-,(40.028),-,57.783,-,-16604.0,-1151.0,,-40028.0,,57783.0,
2. Chi phí khấu hao tài sản cố định,Chi phí > 2. Chi phí khấu hao tài sản cố định,2. Chi phí khấu hao tài sản cố định,(362.857),(11.400),-,(178),-,-,(374.435),-362857.0,-11400.0,,-178.0,,,-374435.0
3. Chi phí liên quan trực tiếp đến hoạt động kinh doanh,Chi phí > 3. Chi phí liên quan trực tiếp đến hoạt động kinh doanh,3. Chi phí liên quan trực tiếp đến hoạt động kinh doanh,(8.736.040),(654.558),(142.327),(37.504),(1.925),20.820,(9.551.534),-8736040.0,-654558.0,-142327.0,-37504.0,-1925.0,20820.0,-9551534.0
Kết quả kinh doanh trước chi phí dự phòng rủi ro,Chi phí > Kết quả kinh doanh trước chi phí dự phòng rủi ro,Kết quả kinh doanh trước chi phí dự phòng rủi ro,14.674.037,639.692,6.814,54.108,2.574,(43.004),15.334.221,14674037.0,639692.0,6814.0,54108.0,2574.0,-43004.0,15334221.0
Chi phí dự phòng rủi ro,Chi phí > Chi phí dự phòng rủi ro,Chi phí dự phòng rủi ro,(3.320.001),-,-,(16.108),-,-,(3.336.109),-3320001.0,,,-16108.0,,,-3336109.0
Kết quả kinh doanh bộ phận,Chi phí > Kết quả kinh doanh bộ phận,Kết quả kinh doanh bộ phận,11.354.036,639.692,6.814,38.000,2.574,(43.004),11.998.112,11354036.0,639692.0,6814.0,38000.0,2574.0,-43004.0,11998112.0
