row_label_raw,row_label_full,col_0,Tiền gửi và cho vay các TCTD khác Triệu VND,Cho vay khách hàng Triệu VND,Tiền gửi và vay các TCTD khác Triệu VND,Tiền gửi của khách hàng Triệu VND,Các cam kết tín dụng Triệu VND,Công cụ tài chính phải sinh (i) Triệu VND,Kinh doanh và đầu tư chứng khoán Triệu VND,Tổng cộng Triệu VND,numeric__Tiền gửi và cho vay các TCTD khác Triệu VND,numeric__Cho vay khách hàng Triệu VND,numeric__Tiền gửi và vay các TCTD khác Triệu VND,numeric__Tiền gửi của khách hàng Triệu VND,numeric__Các cam kết tín dụng Triệu VND,numeric__Công cụ tài chính phải sinh (i) Triệu VND,numeric__Kinh doanh và đầu tư chứng khoán Triệu VND,numeric__Tổng cộng Triệu VND
Trong nước,Trong nước,Trong nước,79.091.457,413.706.244,63.765.735,413.952.789,16.153.544,37.973.323,76.855.735,1.101.498.827,79091457.0,413706244.0,63765735.0,413952789.0,16153544.0,37973323.0,76855735.0,1101498827.0
Nước ngoài,Nước ngoài,Nước ngoài,6.929.856,-,4.075.105,-,2.750.419,3.854.028,-,17.609.408,6929856.0,,4075105.0,,2750419.0,3854028.0,,17609408.0
,,,86.021.313,413.706.244,67.840.840,413.952.789,18.903.963,41.827.351,76.855.735,1.119.108.235,86021313.0,413706244.0,67840840.0,413952789.0,18903963.0,41827351.0,76855735.0,1119108235.0
