row_label_raw,row_label_full,col_0,31.12.2022Triệu VND,31.12.2021Triệu VND,numeric__31.12.2022Triệu VND,numeric__31.12.2021Triệu VND
Chứng khoán đầu tư sẵn sàng để bán,Chứng khoán đầu tư sẵn sàng để bán,Chứng khoán đầu tư sẵn sàng để bán,Chứng khoán đầu tư sẵn sàng để bán,Chứng khoán đầu tư sẵn sàng để bán,,
Chứng khoán nợ,Chứng khoán nợ,Chứng khoán nợ,Chứng khoán nợ,Chứng khoán nợ,,
Chứng khoán Chính phủ (i) (ii),Chứng khoán nợ > Chứng khoán Chính phủ (i) (ii),Chứng khoán Chính phủ (i) (ii),11.441.467,8.128.747,11441467.0,8128747.0
Chứng khoán nợ do các TCTD trong nước phát hành,Chứng khoán nợ > Chứng khoán nợ do các TCTD trong nước phát hành,Chứng khoán nợ do các TCTD trong nước phát hành,20.400.787,1.506.909,20400787.0,1506909.0
Chứng khoán vốn,Chứng khoán vốn,Chứng khoán vốn,Chứng khoán vốn,Chứng khoán vốn,,
Chứng khoán vốn do các TCKT trong nước phát hành,Chứng khoán vốn > Chứng khoán vốn do các TCKT trong nước phát hành,Chứng khoán vốn do các TCKT trong nước phát hành,12.661,103.883,12661.0,103883.0
Tổng chứng khoán đầu tư sẵn sàng để bán,Chứng khoán vốn > Tổng chứng khoán đầu tư sẵn sàng để bán,Tổng chứng khoán đầu tư sẵn sàng để bán,31.854.915,9.739.539,31854915.0,9739539.0
Dự phòng rủi ro chứng khoán đầu tư sẵn sàng để bán,Dự phòng rủi ro chứng khoán đầu tư sẵn sàng để bán,Dự phòng rủi ro chứng khoán đầu tư sẵn sàng để bán,Dự phòng rủi ro chứng khoán đầu tư sẵn sàng để bán,Dự phòng rủi ro chứng khoán đầu tư sẵn sàng để bán,,
Dự phòng giảm giá chứng khoán đầu tư sẵn sàng để bán,Dự phòng rủi ro chứng khoán đầu tư sẵn sàng để bán > Dự phòng giảm giá chứng khoán đầu tư sẵn sàng để bán,Dự phòng giảm giá chứng khoán đầu tư sẵn sàng để bán,-,(8.006),,-8006.0
,,,31.854.915,9.731.533,31854915.0,9731533.0
Chứng khoán đầu tư giữ đến ngày đáo hạn (không bao gồm trái phiếu đặc biệt do VAMC phát hành),Chứng khoán đầu tư giữ đến ngày đáo hạn (không bao gồm trái phiếu đặc biệt do VAMC phát hành),Chứng khoán đầu tư giữ đến ngày đáo hạn (không bao gồm trái phiếu đặc biệt do VAMC phát hành),Chứng khoán đầu tư giữ đến ngày đáo hạn (không bao gồm trái phiếu đặc biệt do VAMC phát hành),Chứng khoán đầu tư giữ đến ngày đáo hạn (không bao gồm trái phiếu đặc biệt do VAMC phát hành),,
Chứng khoán nợ,Chứng khoán nợ,Chứng khoán nợ,Chứng khoán nợ,Chứng khoán nợ,,
Chứng khoán Chính phủ (i) (ii),Chứng khoán nợ > Chứng khoán Chính phủ (i) (ii),Chứng khoán Chính phủ (i) (ii),41.721.792,47.783.468,41721792.0,47783468.0
Chứng khoán nợ do các TCTD trong nước phát hành,Chứng khoán nợ > Chứng khoán nợ do các TCTD trong nước phát hành,Chứng khoán nợ do các TCTD trong nước phát hành,1.958.087,1.959.603,1958087.0,1959603.0
Tổng chứng khoán đầu tư giữ đến ngày đáo hạn (không bao gồm trái phiếu đặc biệt do VAMC phát hành),Chứng khoán nợ > Tổng chứng khoán đầu tư giữ đến ngày đáo hạn (không bao gồm trái phiếu đặc biệt do VAMC phát hành),Tổng chứng khoán đầu tư giữ đến ngày đáo hạn (không bao gồm trái phiếu đặc biệt do VAMC phát hành),43.679.879,49.743.071,43679879.0,49743071.0
Tổng chứng khoán đầu tư,Chứng khoán nợ > Tổng chứng khoán đầu tư,Tổng chứng khoán đầu tư,75.534.794,59.474.604,75534794.0,59474604.0
