row_label_raw,row_label_full,col_0,31.12.2022Triệu VND,31.12.2021Triệu VND,numeric__31.12.2022Triệu VND,numeric__31.12.2021Triệu VND
Chứng khoán nợ,Chứng khoán nợ,Chứng khoán nợ,Chứng khoán nợ,Chứng khoán nợ,,
Chứng khoán Chính phủ (i),Chứng khoán nợ > Chứng khoán Chính phủ (i),Chứng khoán Chính phủ (i),144.059,8.163.952,144059.0,8163952.0
Chứng khoán nợ do các TCTD trong nước phát hành (i),Chứng khoán nợ > Chứng khoán nợ do các TCTD trong nước phát hành (i),Chứng khoán nợ do các TCTD trong nước phát hành (i),500.000,2.456.728,500000.0,2456728.0
Chứng khoán vốn,Chứng khoán vốn,Chứng khoán vốn,Chứng khoán vốn,Chứng khoán vốn,,
Chứng khoán vốn do các TCTD trong nước phát hành,Chứng khoán vốn > Chứng khoán vốn do các TCTD trong nước phát hành,Chứng khoán vốn do các TCTD trong nước phát hành,137.585,161.894,137585.0,161894.0
Chứng khoán vốn do các TCKT trong nước phát hành,Chứng khoán vốn > Chứng khoán vốn do các TCKT trong nước phát hành,Chứng khoán vốn do các TCKT trong nước phát hành,539.297,533.307,539297.0,533307.0
Chứng khoán kinh doanh khác,Chứng khoán vốn > Chứng khoán kinh doanh khác,Chứng khoán kinh doanh khác,-,9.490,,9490.0
Tổng chứng khoán kinh doanh,Chứng khoán vốn > Tổng chứng khoán kinh doanh,Tổng chứng khoán kinh doanh,1.320.941,11.325.371,1320941.0,11325371.0
Dự phòng rủi ro chứng khoán kinh doanh,Dự phòng rủi ro chứng khoán kinh doanh,Dự phòng rủi ro chứng khoán kinh doanh,Dự phòng rủi ro chứng khoán kinh doanh,Dự phòng rủi ro chứng khoán kinh doanh,,
Dự phòng giảm giá chứng khoán kinh doanh,Dự phòng rủi ro chứng khoán kinh doanh > Dự phòng giảm giá chứng khoán kinh doanh,Dự phòng giảm giá chứng khoán kinh doanh,(189.614),(65.640),-189614.0,-65640.0
,,,1.131.327,11.259.731,1131327.0,11259731.0
