row_label_raw,row_label_full,col_0,31.12.2022Triệu VND,31.12.2021Triệu VND,numeric__31.12.2022Triệu VND,numeric__31.12.2021Triệu VND
Thương mại,Thương mại,Thương mại,73.260.878,64.873.612,73260878.0,64873612.0
Sản xuất và gia công chế biến,Sản xuất và gia công chế biến,Sản xuất và gia công chế biến,25.951.594,24.686.873,25951594.0,24686873.0
Xây dựng,Xây dựng,Xây dựng,16.529.164,16.141.702,16529164.0,16141702.0
Dịch vụ cá nhân và cộng đồng,Dịch vụ cá nhân và cộng đồng,Dịch vụ cá nhân và cộng đồng,10.367.944,8.900.766,10367944.0,8900766.0
Tư vấn và kinh doanh bất động sản,Tư vấn và kinh doanh bất động sản,Tư vấn và kinh doanh bất động sản,4.864.676,5.375.667,4864676.0,5375667.0
"Kho bãi, giao thông vận tải và thông tin liên lạc","Kho bãi, giao thông vận tải và thông tin liên lạc","Kho bãi, giao thông vận tải và thông tin liên lạc",3.735.759,3.767.070,3735759.0,3767070.0
Nhà hàng và khách sạn,Nhà hàng và khách sạn,Nhà hàng và khách sạn,1.774.809,2.347.208,1774809.0,2347208.0
"Nông, lâm nghiệp","Nông, lâm nghiệp","Nông, lâm nghiệp",1.260.358,1.185.011,1260358.0,1185011.0
Giáo dục và đào tạo,Giáo dục và đào tạo,Giáo dục và đào tạo,826.528,809.941,826528.0,809941.0
Dịch vụ tài chính,Dịch vụ tài chính,Dịch vụ tài chính,89.111,89.189,89111.0,89189.0
Các ngành nghề khác,Các ngành nghề khác,Các ngành nghề khác,275.045.423,233.735.499,275045423.0,233735499.0
,,,413.706.244,361.912.538,413706244.0,361912538.0
