row_label_raw,row_label_full,col_0,31.12.2022Triệu VND,31.12.2021Triệu VND(Chưa kiểm toán),numeric__31.12.2022Triệu VND,numeric__31.12.2021Triệu VND(Chưa kiểm toán)
"Kim loại quý, đá quý giữ hộ","Kim loại quý, đá quý giữ hộ","Kim loại quý, đá quý giữ hộ",690.373,495.319,690373.0,495319.0
Tài sản khác giữ hộ,Tài sản khác giữ hộ,Tài sản khác giữ hộ,247.501,275.686,247501.0,275686.0
Tài sản thuê ngoài,Tài sản thuê ngoài,Tài sản thuê ngoài,(*),(*),,
Tài sản bảo đảm nhận thay thế cho việc thực hiện nghĩa vụ của bên bảo đảm chờ xử lý,Tài sản thuê ngoài > Tài sản bảo đảm nhận thay thế cho việc thực hiện nghĩa vụ của bên bảo đảm chờ xử lý,Tài sản bảo đảm nhận thay thế cho việc thực hiện nghĩa vụ của bên bảo đảm chờ xử lý,2.107,2.107,2107.0,2107.0
Các chứng từ có giá trị khác đang bảo quản,Tài sản thuê ngoài > Các chứng từ có giá trị khác đang bảo quản,Các chứng từ có giá trị khác đang bảo quản,28.770,31.263,28770.0,31263.0
,,,968.751,804.375,968751.0,804375.0
