row_label_raw,row_label_full,col_0,Dự phòng giảm giá chứng khoán kinh doanhTriệu VND,numeric__Dự phòng giảm giá chứng khoán kinh doanhTriệu VND
Tại ngày 1 tháng 1 năm 2021,Tại ngày 1 tháng 1 năm 2021,Tại ngày 1 tháng 1 năm 2021,117.846,117846.0
Hoàn nhập trong năm (Thuyết minh 27),Hoàn nhập trong năm (Thuyết minh 27),Hoàn nhập trong năm (Thuyết minh 27),(52.206),-52206.0
Tại ngày 31 tháng 12 năm 2021,Tại ngày 31 tháng 12 năm 2021,Tại ngày 31 tháng 12 năm 2021,65.640,65640.0
Trích lập trong năm (Thuyết minh 27),Trích lập trong năm (Thuyết minh 27),Trích lập trong năm (Thuyết minh 27),123.974,123974.0
Tại ngày 31 tháng 12 năm 2022,Tại ngày 31 tháng 12 năm 2022,Tại ngày 31 tháng 12 năm 2022,189.614,189614.0
