row_label_raw,row_label_full,col_0,Năm 2022Triệu VND,Năm 2021Triệu VND,numeric__Năm 2022Triệu VND,numeric__Năm 2021Triệu VND
"Chi nộp thuế và các khoản phí, lệ phí","Chi nộp thuế và các khoản phí, lệ phí","Chi nộp thuế và các khoản phí, lệ phí",14.250,10.569,14250.0,10569.0
Chi phí nhân viên,Chi phí nhân viên,Chi phí nhân viên,6.069.294,5.128.784,6069294.0,5128784.0
- Chi lương và phụ cấp,- Chi lương và phụ cấp,- Chi lương và phụ cấp,2.047.270,1.967.070,2047270.0,1967070.0
- Các khoản chi đóng góp theo lương,- Các khoản chi đóng góp theo lương,- Các khoản chi đóng góp theo lương,386.526,371.924,386526.0,371924.0
- Chi trợ cấp,- Chi trợ cấp,- Chi trợ cấp,10.077,7.805,10077.0,7805.0
- Chi khác cho nhân viên,- Chi khác cho nhân viên,- Chi khác cho nhân viên,3.625.421,2.781.985,3625421.0,2781985.0
Chi về tài sản,Chi về tài sản,Chi về tài sản,1.733.724,1.692.359,1733724.0,1692359.0
- Chi phí khấu hao tài sản cố định,- Chi phí khấu hao tài sản cố định,- Chi phí khấu hao tài sản cố định,367.440,374.435,367440.0,374435.0
- Chi khác,- Chi khác,- Chi khác,1.366.284,1.317.924,1366284.0,1317924.0
Chi cho hoạt động quản lý,Chi cho hoạt động quản lý,Chi cho hoạt động quản lý,3.286.908,1.736.532,3286908.0,1736532.0
"Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng","Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng","Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng",455.482,419.539,455482.0,419539.0
Chi phí dự phòng (i),Chi phí dự phòng (i),Chi phí dự phòng (i),45.387,(758.007),45387.0,-758007.0
,,,11.605.045,8.229.776,11605045.0,8229776.0
