row_label_raw,row_label_full,Số dư đầu năm > Tăng trong năm > Chuyển sang TSCĐ hữu hình (Thuyết minh 12.1) > Chuyển sang TSCĐ vô hình (Thuyết minh 12.2),Năm 2022Triệu VND > 479.547 > 195.466 > (21.243) > (101.872),Năm 2021Triệu VND > 145.657 > 356.739 > (2.344) > (18.486),numeric__Năm 2022Triệu VND > 479.547 > 195.466 > (21.243) > (101.872),numeric__Năm 2021Triệu VND > 145.657 > 356.739 > (2.344) > (18.486)
Chuyển sang tài sản khác,Chuyển sang tài sản khác,Chuyển sang tài sản khác,(3.452),(2.019),-3452.0,-2019.0
Phân loại lại,Phân loại lại,Phân loại lại,36.180,-,36180.0,
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,584.626,479.547,584626.0,479547.0
