row_label_raw,row_label_full,Nhóm,Nhóm_1,Tình hình quá hạn,numeric__Nhóm_1,numeric__Tình hình quá hạn
1,1,1,Nợ đủ tiêu chuẩn,(a) Khoản nợ trong hạn và được đánh giá là có khả năng thu hồi đầy đủ cả nợ gốc và lãi đúng hạn; hoặc(b) Khoản nợ quá hạn dưới 10 ngày và được đánh giá là có khả năng thu hồi đầy đủ nợ gốc và lãi bị quá hạn và thu hồi đầy đủ nợ gốc và lãi còn lại đúng thời hạn; hoặc(c) Khoản nợ được phân loại vào nhóm 1 do đáp ứng tiêu chí được phân loại vào nhóm nợ có rủi ro thấp hơn.,,
2,2,2,Nợ cần chú ý,"(a) Khoản nợ quá hạn đến 90 ngày, trừ khoản nợ quy định tại điểm (b) của Nợ đủ tiêu chuẩn và khoản nợ phân loại vào nhóm nợ có rủi ro cao hơn theo quy định; hoặc(b) Khoản nợ được điều chỉnh kỳ hạn trả nợ lần đầu còn trong hạn, trừ khoản nợ đáp ứng tiêu chí được phân loại vào nhóm nợ có rủi ro thấp hơn và khoản nợ phân loại vào nhóm nợ có rủi ro cao hơn theo quy định; hoặc(c) Khoản nợ được phân loại vào nhóm 2 do đáp ứng tiêu chí được phân loại vào nhóm nợ có rủi ro thấp hơn hoặc do khoản nợ phân loại vào nhóm nợ có rủi ro cao hơn theo quy định.",,
3,3,3,Nợ dưới tiêu chuẩn,"(a) Khoản nợ quá hạn từ 91 ngày đến 180 ngày; trừ khoản nợ phân loại vào nhóm nợ có rủi ro cao hơn theo quy định; hoặc(b) Khoản nợ gia hạn nợ lần đầu còn trong hạn, trừ khoản nợ đáp ứng tiêu chí được phân loại vào nhóm nợ có rủi ro thấp hơn và khoản nợ phân loại vào nhóm nợ có rủi ro cao hơn theo quy định; hoặc(c) Khoản nợ được miễn hoặc giảm lãi do khách hàng không đủ khả năng trả lãi đầy đủ theo thỏa thuận, trừ khoản nợ phân loại vào nhóm nợ có rủi ro cao hơn theo quy định; hoặc",,
