row_label_raw,row_label_full,Cổ tức nhận được trong năm:,Năm 2022Triệu VND > Cổ tức nhận được trong năm:,Năm 2021Triệu VND > Cổ tức nhận được trong năm:,numeric__Năm 2022Triệu VND > Cổ tức nhận được trong năm:,numeric__Năm 2021Triệu VND > Cổ tức nhận được trong năm:
- Từ chứng khoán vốn kinh doanh,- Từ chứng khoán vốn kinh doanh,- Từ chứng khoán vốn kinh doanh,14.074,7.076,14074.0,7076.0
- Từ chứng khoán vốn đầu tư sẵn sàng để bán,- Từ chứng khoán vốn đầu tư sẵn sàng để bán,- Từ chứng khoán vốn đầu tư sẵn sàng để bán,1.350,9.820,1350.0,9820.0
"- Từ các khoản góp vốn, đầu tư dài hạn","- Từ các khoản góp vốn, đầu tư dài hạn","- Từ các khoản góp vốn, đầu tư dài hạn",44.032,5.083,44032.0,5083.0
Thoái thu lãi đã ghi nhận theo phương pháp vốn chủ sở hữu từ khoản đầu tư vào một công ty liên doanh và một công ty liên kết do phân loại lại,Thoái thu lãi đã ghi nhận theo phương pháp vốn chủ sở hữu từ khoản đầu tư vào một công ty liên doanh và một công ty liên kết do phân loại lại,Thoái thu lãi đã ghi nhận theo phương pháp vốn chủ sở hữu từ khoản đầu tư vào một công ty liên doanh và một công ty liên kết do phân loại lại,-,(1.767),,-1767.0
,,,59.456,20.212,59456.0,20212.0
