row_label_raw,row_label_full,col_0,31.12.2022Triệu VND,31.12.2021Triệu VND,numeric__31.12.2022Triệu VND,numeric__31.12.2021Triệu VND
Các khoản phải trả nội bộ,Các khoản phải trả nội bộ,Các khoản phải trả nội bộ,1.700.580,1.367.481,1700580.0,1367481.0
Các khoản phải trả cho bên ngoài,Các khoản phải trả cho bên ngoài,Các khoản phải trả cho bên ngoài,6.017.436,2.575.343,6017436.0,2575343.0
- Chuyển tiền phải trả,- Chuyển tiền phải trả,- Chuyển tiền phải trả,404.584,446.755,404584.0,446755.0
- Các khoản phải nộp Ngân sách Nhà nước(Thuyết minh 37),- Các khoản phải nộp Ngân sách Nhà nước(Thuyết minh 37),- Các khoản phải nộp Ngân sách Nhà nước(Thuyết minh 37),2.414.287,540.509,2414287.0,540509.0
- Tiền giữ hộ và đợi thanh toán,- Tiền giữ hộ và đợi thanh toán,- Tiền giữ hộ và đợi thanh toán,173.950,143.411,173950.0,143411.0
- Các khoản chờ thanh toán,- Các khoản chờ thanh toán,- Các khoản chờ thanh toán,2.175.151,618.960,2175151.0,618960.0
- Phải trả khác,- Phải trả khác,- Phải trả khác,849.464,825.708,849464.0,825708.0
Thu nhập chưa thực hiện (i),Thu nhập chưa thực hiện (i),Thu nhập chưa thực hiện (i),7.367.891,7.935.026,7367891.0,7935026.0
"Quỹ khen thưởng, phúc lợi (ii)","Quỹ khen thưởng, phúc lợi (ii)","Quỹ khen thưởng, phúc lợi (ii)",300.047,351.510,300047.0,351510.0
Quỹ phát triển khoa học và công nghệ (iii),Quỹ phát triển khoa học và công nghệ (iii),Quỹ phát triển khoa học và công nghệ (iii),1.822.237,1.053.537,1822237.0,1053537.0
,,,17.208.191,13.282.897,17208191.0,13282897.0
