row_label_raw,row_label_full,col_0,col_1,2021Triệu VND,2020Triệu VND,numeric__col_1,numeric__2021Triệu VND,numeric__2020Triệu VND
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,
01,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 01,01,Thu nhập lãi và các khoản thu nhập tương tự nhận được,10.887.119,7.762.912,,10887119.0,7762912.0
02,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 02,02,Chi phí lãi và các chi phí tương tự đã trả,(6.813.229),(5.757.121),,-6813229.0,-5757121.0
03,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 03,03,Thu nhập thuần từ hoạt động dịch vụ nhận được,206.006,115.940,,206006.0,115940.0
04,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 04,04,"Chênh lệch số tiền thực thu từ hoạt động kinh doanh ngoại tệ,vàng và chứng khoán",342.059,251.671,,342059.0,251671.0
05,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 05,05,(Chi phí)/thu nhập khác,(8.594),6.363,,-8594.0,6363.0
06,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 06,06,"Tiền thu các khoản nợ đã được xử lý xóa, bù đắp bằng nguồnđự phòng rủi ro",15.726,201.646,,15726.0,201646.0
07,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 07,07,Tiền chi trả cho nhân viên và hoạt động quản lý công vụ,(1.936.006),(1.652.622),,-1936006.0,-1652622.0
08,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 08,08,Tiền thuế thu nhập doanh nghiệp thực nộp trong năm,(411.221),(151.392),,-411221.0,-151392.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh trướcnhững thay đổi về tài sản và công nợ hoạt động,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lưu chuyển tiền thuần từ hoạt động kinh doanh trướcnhững thay đổi về tài sản và công nợ hoạt động,Lưu chuyển tiền thuần từ hoạt động kinh doanh trướcnhững thay đổi về tài sản và công nợ hoạt động,Lưu chuyển tiền thuần từ hoạt động kinh doanh trướcnhững thay đổi về tài sản và công nợ hoạt động,2.281.860,777.397,,2281860.0,777397.0
Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,,,
09,Những thay đổi về tài sản hoạt động > 09,09,Giảm/(tăng) các khoản tiền gửi và cho vay các tổ chức tíndụng khác,9.344,(30.571),,9344.0,-30571.0
10,Những thay đổi về tài sản hoạt động > 10,10,Tăng các khoản về kinh doanh chứng khoán,(2.871.493),(12.862.590),,-2871493.0,-12862590.0
12,Những thay đổi về tài sản hoạt động > 12,12,Tăng các khoản cho vay khách hàng,(9.997.713),(23.542.965),,-9997713.0,-23542965.0
13,Những thay đổi về tài sản hoạt động > 13,13,Giảm nguồn dự phòng để bù đắp tổn thất các khoản,(97.723),(491.003),,-97723.0,-491003.0
14,Những thay đổi về tài sản hoạt động > 14,14,Giảm/(tăng) khác về tài sản hoạt động,36.466,(246.961),,36466.0,-246961.0
Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,,,
15,Những thay đổi về công nợ hoạt động > 15,15,Giảm các khoản nợ Chính phủ và Ngân hàng Nhà nước ViệtNam,(258),(258),,-258.0,-258.0
16,Những thay đổi về công nợ hoạt động > 16,16,(Giảm)/tăng tiền gửi và vay các tổ chức tín dụng khác,(3.469.598),7.351.593,,-3469598.0,7351593.0
17,Những thay đổi về công nợ hoạt động > 17,17,Tăng tiền gửi của khách hàng,17.065.357,27.509.819,,17065357.0,27509819.0
18,Những thay đổi về công nợ hoạt động > 18,18,Tăng phát hành giấy tờ có giá,3.402.790,2.545.190,,3402790.0,2545190.0
19,Những thay đổi về công nợ hoạt động > 19,19,"Giảm vốn tài trợ, ủy thác đầu tư, cho vay mà tổ chức tín dụngchịu rủi ro",(7.744),(237.634),,-7744.0,-237634.0
20,Những thay đổi về công nợ hoạt động > 20,20,(Giảm)/tăng các công cụ tài chính phải sinh và các khoảnnợ phải trả tài chính khác,(2.459),853,,-2459.0,853.0
21,Những thay đổi về công nợ hoạt động > 21,21,Tăng khác về công nợ hoạt động,344.547,148.753,,344547.0,148753.0
I,Những thay đổi về công nợ hoạt động > I,I,LU'U CHUYÊN TIÊN THUÀN TỪ HOẠT ĐỘNG KINH DOANH,6.693.376,921.623,,6693376.0,921623.0
