row_label_raw,row_label_full,col_0,31/12/2021Triệu VND,31/12/2020Triệu VND,numeric__31/12/2021Triệu VND,numeric__31/12/2020Triệu VND
Các khoản phải thu,Các khoản phải thu,Các khoản phải thu,Các khoản phải thu,Các khoản phải thu,,
"Đặt cọc, ký quỹ, thế chấp, cầm cố (i)","Các khoản phải thu > Đặt cọc, ký quỹ, thế chấp, cầm cố (i)","Đặt cọc, ký quỹ, thế chấp, cầm cố (i)",119.354,113.799,119354.0,113799.0
Phải thu trong nghiệp vụ chuyển tiền nhanh,Các khoản phải thu > Phải thu trong nghiệp vụ chuyển tiền nhanh,Phải thu trong nghiệp vụ chuyển tiền nhanh,434.298,340.841,434298.0,340841.0
Phải thu từ giao dịch chuyển nhượng quyền sử dụng đất dùng làm trụ sở giao dịch,Các khoản phải thu > Phải thu từ giao dịch chuyển nhượng quyền sử dụng đất dùng làm trụ sở giao dịch,Phải thu từ giao dịch chuyển nhượng quyền sử dụng đất dùng làm trụ sở giao dịch,-,121.200,,121200.0
Chi phí xây dựng cơ bản dở dang (ii),Các khoản phải thu > Chi phí xây dựng cơ bản dở dang (ii),Chi phí xây dựng cơ bản dở dang (ii),42.867,31.111,42867.0,31111.0
Tạm ứng nghiệp vụ,Các khoản phải thu > Tạm ứng nghiệp vụ,Tạm ứng nghiệp vụ,38.141,36.491,38141.0,36491.0
Các khoản phải thu khác,Các khoản phải thu > Các khoản phải thu khác,Các khoản phải thu khác,6.596,666,6596.0,666.0
Phải thu từ nghiệp vụ mua bán nợ (iii),Các khoản phải thu > Phải thu từ nghiệp vụ mua bán nợ (iii),Phải thu từ nghiệp vụ mua bán nợ (iii),46.065,3.552.111,46065.0,3552111.0
,,,687.321,4.196.219,687321.0,4196219.0
"Các khoản lãi, phí phải thu","Các khoản lãi, phí phải thu","Các khoản lãi, phí phải thu","Các khoản lãi, phí phải thu","Các khoản lãi, phí phải thu",,
Lãi phải thu từ cho vay,"Các khoản lãi, phí phải thu > Lãi phải thu từ cho vay",Lãi phải thu từ cho vay,2.239.283,2.241.446,2239283.0,2241446.0
Lãi phải thu từ chứng khoán đầu tư,"Các khoản lãi, phí phải thu > Lãi phải thu từ chứng khoán đầu tư",Lãi phải thu từ chứng khoán đầu tư,550.914,382.020,550914.0,382020.0
Lãi phải thu từ tiền gửi,"Các khoản lãi, phí phải thu > Lãi phải thu từ tiền gửi",Lãi phải thu từ tiền gửi,3.312,2.863,3312.0,2863.0
Lãi phải thu từ công cụ tài chính phải sinh,"Các khoản lãi, phí phải thu > Lãi phải thu từ công cụ tài chính phải sinh",Lãi phải thu từ công cụ tài chính phải sinh,17.934,5.408,17934.0,5408.0
,,,2.811.443,2.631.737,2811443.0,2631737.0
Tài sản Có khác,Tài sản Có khác,Tài sản Có khác,Tài sản Có khác,Tài sản Có khác,,
Chỉ phí chờ phân bổ (iv),Tài sản Có khác > Chỉ phí chờ phân bổ (iv),Chỉ phí chờ phân bổ (iv),288.554,263.003,288554.0,263003.0
Tài sản thay thế cho việc thực hiện nghĩa vụ của bên bảo đảm đã chuyển quyền sở hữu cho TCTD chờ xử lý (v),Tài sản Có khác > Tài sản thay thế cho việc thực hiện nghĩa vụ của bên bảo đảm đã chuyển quyền sở hữu cho TCTD chờ xử lý (v),Tài sản thay thế cho việc thực hiện nghĩa vụ của bên bảo đảm đã chuyển quyền sở hữu cho TCTD chờ xử lý (v),70.357,70.356,70357.0,70356.0
"Vật liệu, công cụ lao động","Tài sản Có khác > Vật liệu, công cụ lao động","Vật liệu, công cụ lao động",12.589,8.838,12589.0,8838.0
,,,371.500,342.197,371500.0,342197.0
Dự phòng rủi ro cho các tài sản Có nội bằng khác (vi),Tài sản Có khác > Dự phòng rủi ro cho các tài sản Có nội bằng khác (vi),Dự phòng rủi ro cho các tài sản Có nội bằng khác (vi),(16.544),(47.121),-16544.0,-47121.0
,,,3.853.720,7.123.032,3853720.0,7123032.0
