row_label_raw,row_label_full,col_0,31/12/2021 > Giá trị ghi số Triệu VND,31/12/2021 > Giá trị hợp lý Triệu VND,31/12/2020 > Giá trị ghi số Triệu VND,31/12/2020 > Giá trị hợp lý Triệu VND,numeric__31/12/2021 > Giá trị ghi số Triệu VND,numeric__31/12/2021 > Giá trị hợp lý Triệu VND,numeric__31/12/2020 > Giá trị ghi số Triệu VND,numeric__31/12/2020 > Giá trị hợp lý Triệu VND
Tài sản tài chính,Tài sản tài chính,Tài sản tài chính,Tài sản tài chính,Tài sản tài chính,Tài sản tài chính,Tài sản tài chính,,,,
Được phân loại là tài sản tài chính được xác định theo giá trị hợp lý thông qua báo cáo kết quả hoạt động kinh doanh:,Được phân loại là tài sản tài chính được xác định theo giá trị hợp lý thông qua báo cáo kết quả hoạt động kinh doanh:,Được phân loại là tài sản tài chính được xác định theo giá trị hợp lý thông qua báo cáo kết quả hoạt động kinh doanh:,Được phân loại là tài sản tài chính được xác định theo giá trị hợp lý thông qua báo cáo kết quả hoạt động kinh doanh:,Được phân loại là tài sản tài chính được xác định theo giá trị hợp lý thông qua báo cáo kết quả hoạt động kinh doanh:,Được phân loại là tài sản tài chính được xác định theo giá trị hợp lý thông qua báo cáo kết quả hoạt động kinh doanh:,Được phân loại là tài sản tài chính được xác định theo giá trị hợp lý thông qua báo cáo kết quả hoạt động kinh doanh:,,,,
- Chứng khoán kinh doanh,Được phân loại là tài sản tài chính được xác định theo giá trị hợp lý thông qua báo cáo kết quả hoạt động kinh doanh: > - Chứng khoán kinh doanh,- Chứng khoán kinh doanh,127.921,(*),127.921,(*),127921.0,,127921.0,
Được phân loại là các khoản đầu tư nằm giữ đến ngày đáo hạn:,Được phân loại là các khoản đầu tư nằm giữ đến ngày đáo hạn:,Được phân loại là các khoản đầu tư nằm giữ đến ngày đáo hạn:,Được phân loại là các khoản đầu tư nằm giữ đến ngày đáo hạn:,Được phân loại là các khoản đầu tư nằm giữ đến ngày đáo hạn:,Được phân loại là các khoản đầu tư nằm giữ đến ngày đáo hạn:,Được phân loại là các khoản đầu tư nằm giữ đến ngày đáo hạn:,,,,
- Trái phiếu Chính phủ,Được phân loại là các khoản đầu tư nằm giữ đến ngày đáo hạn: > - Trái phiếu Chính phủ,- Trái phiếu Chính phủ,10.522.954,(*),9.749.713,(*),10522954.0,,9749713.0,
- Trái phiếu do các TCTD khác trong nước phát hành,Được phân loại là các khoản đầu tư nằm giữ đến ngày đáo hạn: > - Trái phiếu do các TCTD khác trong nước phát hành,- Trái phiếu do các TCTD khác trong nước phát hành,1.073.410,(*),1.271.216,(*),1073410.0,,1271216.0,
- Trái phiếu do các TCKT trong nước phát hành,Được phân loại là các khoản đầu tư nằm giữ đến ngày đáo hạn: > - Trái phiếu do các TCKT trong nước phát hành,- Trái phiếu do các TCKT trong nước phát hành,198.500,(*),178.650,(*),198500.0,,178650.0,
- Trái phiếu đặc biệt do VAMC phát hành,Được phân loại là các khoản đầu tư nằm giữ đến ngày đáo hạn: > - Trái phiếu đặc biệt do VAMC phát hành,- Trái phiếu đặc biệt do VAMC phát hành,1.101.754,(*),1.950.033,(*),1101754.0,,1950033.0,
Được phân loại là các khoản cho vay và phải thu:,Được phân loại là các khoản cho vay và phải thu:,Được phân loại là các khoản cho vay và phải thu:,Được phân loại là các khoản cho vay và phải thu:,Được phân loại là các khoản cho vay và phải thu:,Được phân loại là các khoản cho vay và phải thu:,Được phân loại là các khoản cho vay và phải thu:,,,,
"- Tiền mặt, vàng","Được phân loại là các khoản cho vay và phải thu: > - Tiền mặt, vàng","- Tiền mặt, vàng",1.001.628,1.001.628,985.235,985.235,1001628.0,1001628.0,985235.0,985235.0
