row_label_raw,row_label_full,col_0,2021Triệu VND,2020Triệu VND,numeric__2021Triệu VND,numeric__2020Triệu VND
Thu nhập từ kinh doanh ngoại hối,Thu nhập từ kinh doanh ngoại hối,Thu nhập từ kinh doanh ngoại hối,Thu nhập từ kinh doanh ngoại hối,Thu nhập từ kinh doanh ngoại hối,,
▪ Thu từ kinh doanh ngoại tệ giao ngay,Thu nhập từ kinh doanh ngoại hối > ▪ Thu từ kinh doanh ngoại tệ giao ngay,▪ Thu từ kinh doanh ngoại tệ giao ngay,86.247,67.753,86247.0,67753.0
▪ Thu từ các công cụ tài chính phải sinh tiền tệ,Thu nhập từ kinh doanh ngoại hối > ▪ Thu từ các công cụ tài chính phải sinh tiền tệ,▪ Thu từ các công cụ tài chính phải sinh tiền tệ,20.623,8.864,20623.0,8864.0
▪ Thu từ kinh doanh vàng,Thu nhập từ kinh doanh ngoại hối > ▪ Thu từ kinh doanh vàng,▪ Thu từ kinh doanh vàng,215,480,215.0,480.0
,,,107.085,77.097,107085.0,77097.0
Chi phí từ kinh doanh ngoại hối,Chi phí từ kinh doanh ngoại hối,Chi phí từ kinh doanh ngoại hối,Chi phí từ kinh doanh ngoại hối,Chi phí từ kinh doanh ngoại hối,,
▪ Chi về kinh doanh ngoại tệ giao ngay,Chi phí từ kinh doanh ngoại hối > ▪ Chi về kinh doanh ngoại tệ giao ngay,▪ Chi về kinh doanh ngoại tệ giao ngay,(40.520),(24.483),-40520.0,-24483.0
▪ Chi về các công cụ tài chính phải sinh tiền tệ,Chi phí từ kinh doanh ngoại hối > ▪ Chi về các công cụ tài chính phải sinh tiền tệ,▪ Chi về các công cụ tài chính phải sinh tiền tệ,(20.688),(5.885),-20688.0,-5885.0
▪ Chi về kinh doanh vàng,Chi phí từ kinh doanh ngoại hối > ▪ Chi về kinh doanh vàng,▪ Chi về kinh doanh vàng,(5),(400),-5.0,-400.0
,,,(61.213),(30.768),-61213.0,-30768.0
Lãi thuần từ hoạt động kinh doanh ngoại hối,Chi phí từ kinh doanh ngoại hối > Lãi thuần từ hoạt động kinh doanh ngoại hối,Lãi thuần từ hoạt động kinh doanh ngoại hối,45.872,46.329,45872.0,46329.0
