row_label_raw,row_label_full,"Ngan hàng Thương mại Cổ phần Nam A201 - 203 Cách Mạng Tháng Tám, Phường 4, Quận 3Thành phố Hồ Chí Minh, Việt NamThuyết minh báo cáo tài chính hợp nhất cho năm kết thúc ngày 31 tháng 12 năm 2021 (tiếp theo)","Ngan hàng Thương mại Cổ phần Nam A201 - 203 Cách Mạng Tháng Tám, Phường 4, Quận 3Thành phố Hồ Chí Minh, Việt NamThuyết minh báo cáo tài chính hợp nhất cho năm kết thúc ngày 31 tháng 12 năm 2021 (tiếp theo)_1","Ngan hàng Thương mại Cổ phần Nam A201 - 203 Cách Mạng Tháng Tám, Phường 4, Quận 3Thành phố Hồ Chí Minh, Việt NamThuyết minh báo cáo tài chính hợp nhất cho năm kết thúc ngày 31 tháng 12 năm 2021 (tiếp theo)_2","Ngan hàng Thương mại Cổ phần Nam A201 - 203 Cách Mạng Tháng Tám, Phường 4, Quận 3Thành phố Hồ Chí Minh, Việt NamThuyết minh báo cáo tài chính hợp nhất cho năm kết thúc ngày 31 tháng 12 năm 2021 (tiếp theo)_3","Ngan hàng Thương mại Cổ phần Nam A201 - 203 Cách Mạng Tháng Tám, Phường 4, Quận 3Thành phố Hồ Chí Minh, Việt NamThuyết minh báo cáo tài chính hợp nhất cho năm kết thúc ngày 31 tháng 12 năm 2021 (tiếp theo)_4","Ngan hàng Thương mại Cổ phần Nam A201 - 203 Cách Mạng Tháng Tám, Phường 4, Quận 3Thành phố Hồ Chí Minh, Việt NamThuyết minh báo cáo tài chính hợp nhất cho năm kết thúc ngày 31 tháng 12 năm 2021 (tiếp theo)_5","Ngan hàng Thương mại Cổ phần Nam A201 - 203 Cách Mạng Tháng Tám, Phường 4, Quận 3Thành phố Hồ Chí Minh, Việt NamThuyết minh báo cáo tài chính hợp nhất cho năm kết thúc ngày 31 tháng 12 năm 2021 (tiếp theo)_6","Ngan hàng Thương mại Cổ phần Nam A201 - 203 Cách Mạng Tháng Tám, Phường 4, Quận 3Thành phố Hồ Chí Minh, Việt NamThuyết minh báo cáo tài chính hợp nhất cho năm kết thúc ngày 31 tháng 12 năm 2021 (tiếp theo)_7","Ngan hàng Thương mại Cổ phần Nam A201 - 203 Cách Mạng Tháng Tám, Phường 4, Quận 3Thành phố Hồ Chí Minh, Việt NamThuyết minh báo cáo tài chính hợp nhất cho năm kết thúc ngày 31 tháng 12 năm 2021 (tiếp theo)_8","Ngan hàng Thương mại Cổ phần Nam A201 - 203 Cách Mạng Tháng Tám, Phường 4, Quận 3Thành phố Hồ Chí Minh, Việt NamThuyết minh báo cáo tài chính hợp nhất cho năm kết thúc ngày 31 tháng 12 năm 2021 (tiếp theo)_9","numeric__Ngan hàng Thương mại Cổ phần Nam A201 - 203 Cách Mạng Tháng Tám, Phường 4, Quận 3Thành phố Hồ Chí Minh, Việt NamThuyết minh báo cáo tài chính hợp nhất cho năm kết thúc ngày 31 tháng 12 năm 2021 (tiếp theo)_1","numeric__Ngan hàng Thương mại Cổ phần Nam A201 - 203 Cách Mạng Tháng Tám, Phường 4, Quận 3Thành phố Hồ Chí Minh, Việt NamThuyết minh báo cáo tài chính hợp nhất cho năm kết thúc ngày 31 tháng 12 năm 2021 (tiếp theo)_2","numeric__Ngan hàng Thương mại Cổ phần Nam A201 - 203 Cách Mạng Tháng Tám, Phường 4, Quận 3Thành phố Hồ Chí Minh, Việt NamThuyết minh báo cáo tài chính hợp nhất cho năm kết thúc ngày 31 tháng 12 năm 2021 (tiếp theo)_3","numeric__Ngan hàng Thương mại Cổ phần Nam A201 - 203 Cách Mạng Tháng Tám, Phường 4, Quận 3Thành phố Hồ Chí Minh, Việt NamThuyết minh báo cáo tài chính hợp nhất cho năm kết thúc ngày 31 tháng 12 năm 2021 (tiếp theo)_4","numeric__Ngan hàng Thương mại Cổ phần Nam A201 - 203 Cách Mạng Tháng Tám, Phường 4, Quận 3Thành phố Hồ Chí Minh, Việt NamThuyết minh báo cáo tài chính hợp nhất cho năm kết thúc ngày 31 tháng 12 năm 2021 (tiếp theo)_5","numeric__Ngan hàng Thương mại Cổ phần Nam A201 - 203 Cách Mạng Tháng Tám, Phường 4, Quận 3Thành phố Hồ Chí Minh, Việt NamThuyết minh báo cáo tài chính hợp nhất cho năm kết thúc ngày 31 tháng 12 năm 2021 (tiếp theo)_6","numeric__Ngan hàng Thương mại Cổ phần Nam A201 - 203 Cách Mạng Tháng Tám, Phường 4, Quận 3Thành phố Hồ Chí Minh, Việt NamThuyết minh báo cáo tài chính hợp nhất cho năm kết thúc ngày 31 tháng 12 năm 2021 (tiếp theo)_7","numeric__Ngan hàng Thương mại Cổ phần Nam A201 - 203 Cách Mạng Tháng Tám, Phường 4, Quận 3Thành phố Hồ Chí Minh, Việt NamThuyết minh báo cáo tài chính hợp nhất cho năm kết thúc ngày 31 tháng 12 năm 2021 (tiếp theo)_8","numeric__Ngan hàng Thương mại Cổ phần Nam A201 - 203 Cách Mạng Tháng Tám, Phường 4, Quận 3Thành phố Hồ Chí Minh, Việt NamThuyết minh báo cáo tài chính hợp nhất cho năm kết thúc ngày 31 tháng 12 năm 2021 (tiếp theo)_9"
,,,Vốnđiều lệTriệu VND,Vốn đàutư XDCBvà mua sắmTSCĐTriệu VND,Thặng dưvốn cổphảnTriệu VND,Vốn khácTriệu VND,Quỹ dựtrữ bổsungvốn điềulệTriệu VND,Quỹdự phòngtài chínhTriệu VND,Các quỹkhácTriệu VND,Lợi nhuậnchưaphân phốiTriệu VND,TổngTriệu VND,,,,,,,,,
Số dư tại ngày 1 tháng 1 năm 2020,Số dư tại ngày 1 tháng 1 năm 2020,Số dư tại ngày 1 tháng 1 năm 2020,3.890.053,10,2.554,25,146.280,289.984,3.823,627.656,4.960.385,3890053.0,10.0,2554.0,25.0,146280.0,289984.0,3823.0,627656.0,4960385.0
Phát hành cổ phiếu bằng tiềnChi phí liên quan trực tiếp đến việcphát hành cổ phiếu,Phát hành cổ phiếu bằng tiềnChi phí liên quan trực tiếp đến việcphát hành cổ phiếu,Phát hành cổ phiếu bằng tiềnChi phí liên quan trực tiếp đến việcphát hành cổ phiếu,674.415,-,176.058,-,-,-,-,-,850.473,674415.0,,176058.0,,,,,,850473.0
Lợi nhuận thuần trong năm,Lợi nhuận thuần trong năm,Lợi nhuận thuần trong năm,-,-,(7.341),-,-,-,-,-,(7.341),,,-7341.0,,,,,,-7341.0
Trích lập các quỹ dự trữ,Trích lập các quỹ dự trữ,Trích lập các quỹ dự trữ,-,-,-,-,39.983,79.967,1.244,799.664,799.664,,,,,39983.0,79967.0,1244.0,799664.0,799664.0
"Trích lập quỹ khen thưởng, phúc lợi","Trích lập quỹ khen thưởng, phúc lợi","Trích lập quỹ khen thưởng, phúc lợi",-,-,-,-,-,-,-,(121.194),-,,,,,,,,-121194.0,
Phân loại lại các quỹ,Phân loại lại các quỹ,Phân loại lại các quỹ,-,-,-,-,(370),370,-,(4.411),(4.411),,,,,-370.0,370.0,,-4411.0,-4411.0
Số dư tại ngày 31 tháng 12 năm 2020,Số dư tại ngày 31 tháng 12 năm 2020,Số dư tại ngày 31 tháng 12 năm 2020,4.564.468,10,171.271,25,185.893,370.321,5.067,1.301.715,6.598.770,4564468.0,10.0,171271.0,25.0,185893.0,370321.0,5067.0,1301715.0,6598770.0
Số dư tại ngày 1 tháng 1 năm 2021,Số dư tại ngày 1 tháng 1 năm 2021,Số dư tại ngày 1 tháng 1 năm 2021,4.564.468,10,171.271,25,185.893,370.321,5.067,1.301.715,6.598.770,4564468.0,10.0,171271.0,25.0,185893.0,370321.0,5067.0,1301715.0,6598770.0
Phát hành cổ phiếu đề trả cổ tức,Phát hành cổ phiếu đề trả cổ tức,Phát hành cổ phiếu đề trả cổ tức,569.937,-,-,-,-,-,-,(569.937),-,569937.0,,,,,,,-569937.0,
Lợi nhuận thuần trong năm,Lợi nhuận thuần trong năm,Lợi nhuận thuần trong năm,-,-,-,-,-,-,-,1.434.363,1.434.363,,,,,,,,1434363.0,1434363.0
Trích lập các quỹ dự trữ,Trích lập các quỹ dự trữ,Trích lập các quỹ dự trữ,-,-,-,-,71.718,143.436,1.360,(216.514),-,,,,,71718.0,143436.0,1360.0,-216514.0,
"Trích lập quỹ khen thưởng, phúc lợi","Trích lập quỹ khen thưởng, phúc lợi","Trích lập quỹ khen thưởng, phúc lợi",-,-,-,-,-,-,-,(8.291),(8.291),,,,,,,,-8291.0,-8291.0
Số dư tại ngày 31 tháng 12 năm 2021,Số dư tại ngày 31 tháng 12 năm 2021,Số dư tại ngày 31 tháng 12 năm 2021,5.134.405,10,171.271,25,257.611,513.757,6.427,1.941.336,8.024.842,5134405.0,10.0,171271.0,25.0,257611.0,513757.0,6427.0,1941336.0,8024842.0
