row_label_raw,row_label_full,col_0,31/12/2021Triệu VND,31/12/2020Triệu VND,numeric__31/12/2021Triệu VND,numeric__31/12/2020Triệu VND
"Các khoản lãi, phí phải trả","Các khoản lãi, phí phải trả","Các khoản lãi, phí phải trả","Các khoản lãi, phí phải trả","Các khoản lãi, phí phải trả",,
▪ Lãi phải trả cho tiền gửi của khách hàng và các TCTD khác,"Các khoản lãi, phí phải trả > ▪ Lãi phải trả cho tiền gửi của khách hàng và các TCTD khác",▪ Lãi phải trả cho tiền gửi của khách hàng và các TCTD khác,1.994.696,2.124.903,1994696.0,2124903.0
▪ Lãi phải trả cho phát hành giấy tờ có giá,"Các khoản lãi, phí phải trả > ▪ Lãi phải trả cho phát hành giấy tờ có giá",▪ Lãi phải trả cho phát hành giấy tờ có giá,356.247,281.229,356247.0,281229.0
"▪ Lãi phải trả cho tiền vay từ vốn tài trợ, ủy thác đầu tư","Các khoản lãi, phí phải trả > ▪ Lãi phải trả cho tiền vay từ vốn tài trợ, ủy thác đầu tư","▪ Lãi phải trả cho tiền vay từ vốn tài trợ, ủy thác đầu tư",692,650,692.0,650.0
▪ Lãi phải trả cho tiền vay của NHNN và các TCTD khác,"Các khoản lãi, phí phải trả > ▪ Lãi phải trả cho tiền vay của NHNN và các TCTD khác",▪ Lãi phải trả cho tiền vay của NHNN và các TCTD khác,7.753,2.648,7753.0,2648.0
▪ Lãi phải trả cho công cụ tài chính phải sinh,"Các khoản lãi, phí phải trả > ▪ Lãi phải trả cho công cụ tài chính phải sinh",▪ Lãi phải trả cho công cụ tài chính phải sinh,11.856,528,11856.0,528.0
,,,2.371.244,2.409.958,2371244.0,2409958.0
Các khoản phải trả nội bộ,Các khoản phải trả nội bộ,Các khoản phải trả nội bộ,Các khoản phải trả nội bộ,Các khoản phải trả nội bộ,,
Các khoản phải trả nhân viên,Các khoản phải trả nội bộ > Các khoản phải trả nhân viên,Các khoản phải trả nhân viên,290.905,52.330,290905.0,52330.0
Các khoản phải trả bên ngoài,Các khoản phải trả bên ngoài,Các khoản phải trả bên ngoài,Các khoản phải trả bên ngoài,Các khoản phải trả bên ngoài,,
▪ Các khoản phải trả trong dịch vụ thanh toán chuyển tiền nhanh,Các khoản phải trả bên ngoài > ▪ Các khoản phải trả trong dịch vụ thanh toán chuyển tiền nhanh,▪ Các khoản phải trả trong dịch vụ thanh toán chuyển tiền nhanh,571.106,228.690,571106.0,228690.0
▪ Các khoản thuế phải nộp Ngân sách Nhà nước (Thuyết minh 24),Các khoản phải trả bên ngoài > ▪ Các khoản thuế phải nộp Ngân sách Nhà nước (Thuyết minh 24),▪ Các khoản thuế phải nộp Ngân sách Nhà nước (Thuyết minh 24),96.679,138.930,96679.0,138930.0
▪ Doanh thu chờ phân bổ - từ hoạt động môi giới bảo hiểm,Các khoản phải trả bên ngoài > ▪ Doanh thu chờ phân bổ - từ hoạt động môi giới bảo hiểm,▪ Doanh thu chờ phân bổ - từ hoạt động môi giới bảo hiểm,33.501,34.756,33501.0,34756.0
▪ Doanh thu chờ phân bổ - từ lãi cho vay thu trước,Các khoản phải trả bên ngoài > ▪ Doanh thu chờ phân bổ - từ lãi cho vay thu trước,▪ Doanh thu chờ phân bổ - từ lãi cho vay thu trước,1.354,1.394,1354.0,1394.0
▪ Doanh thu chờ phân bổ - từ hoạt động cho thuê,Các khoản phải trả bên ngoài > ▪ Doanh thu chờ phân bổ - từ hoạt động cho thuê,▪ Doanh thu chờ phân bổ - từ hoạt động cho thuê,819,1.175,819.0,1175.0
▪ Các khoản phải trả trong dịch vụ thanh toán thể,Các khoản phải trả bên ngoài > ▪ Các khoản phải trả trong dịch vụ thanh toán thể,▪ Các khoản phải trả trong dịch vụ thanh toán thể,27.676,27.476,27676.0,27476.0
▪ Tiền giữ hộ và đợi thanh toán,Các khoản phải trả bên ngoài > ▪ Tiền giữ hộ và đợi thanh toán,▪ Tiền giữ hộ và đợi thanh toán,13.013,11.478,13013.0,11478.0
▪ Các khoản chờ thanh toán trong nghiệp vụ thanh toán,Các khoản phải trả bên ngoài > ▪ Các khoản chờ thanh toán trong nghiệp vụ thanh toán,▪ Các khoản chờ thanh toán trong nghiệp vụ thanh toán,1.811,5.967,1811.0,5967.0
▪ Cổ tức phải trả,Các khoản phải trả bên ngoài > ▪ Cổ tức phải trả,▪ Cổ tức phải trả,4.314,4.854,4314.0,4854.0
▪ Phải trả khác,Các khoản phải trả bên ngoài > ▪ Phải trả khác,▪ Phải trả khác,16.828,13.994,16828.0,13994.0
Quỹ khen thưởng và phúc lợi (i),Các khoản phải trả bên ngoài > Quỹ khen thưởng và phúc lợi (i),Quỹ khen thưởng và phúc lợi (i),12.897,7.130,12897.0,7130.0
,,,1.070.903,528.174,1070903.0,528174.0
,,,3.442.147,2.938.132,3442147.0,2938132.0
