row_label_raw,row_label_full,col_0,2021Triệu VND,2020Triệu VND,numeric__2021Triệu VND,numeric__2020Triệu VND
Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,,
• Thu hồi các khoản nợ đã được xử lý rủi ro,Thu nhập từ hoạt động khác > • Thu hồi các khoản nợ đã được xử lý rủi ro,• Thu hồi các khoản nợ đã được xử lý rủi ro,15.726,201.646,15726.0,201646.0
• Lãi từ thanh lý tài sản cố định,Thu nhập từ hoạt động khác > • Lãi từ thanh lý tài sản cố định,• Lãi từ thanh lý tài sản cố định,1.037,9.152,1037.0,9152.0
• Lãi từ thanh lý bất động sản đầu tư,Thu nhập từ hoạt động khác > • Lãi từ thanh lý bất động sản đầu tư,• Lãi từ thanh lý bất động sản đầu tư,657,1.440,657.0,1440.0
• Thu khác,Thu nhập từ hoạt động khác > • Thu khác,• Thu khác,6.767,13.982,6767.0,13982.0
,,,24.187,226.220,24187.0,226220.0
Chi phí hoạt động khác,Chi phí hoạt động khác,Chi phí hoạt động khác,Chi phí hoạt động khác,Chi phí hoạt động khác,,
• Chi phí quản lý nợ,Chi phí hoạt động khác > • Chi phí quản lý nợ,• Chi phí quản lý nợ,(358),-,-358.0,
• Chi phí khác,Chi phí hoạt động khác > • Chi phí khác,• Chi phí khác,(15.003),(7.618),-15003.0,-7618.0
,,,(15.361),(7.618),-15361.0,-7618.0
Lãi thuần từ hoạt động khác,Chi phí hoạt động khác > Lãi thuần từ hoạt động khác,Lãi thuần từ hoạt động khác,8.826,218.602,8826.0,218602.0
