row_label_raw,row_label_full,Nợ phải trả tài chínhĐược phân loại là nợ phải trả tài chínhđược xác định theo giá trị phân bổ:- Các khoản nợ Chính phủ và NHNNVN,31/12/2021 > Giá trị ghi số Triệu VND > 996,31/12/2021 > Giá trị hợp lý Triệu VND > (*),31/12/2020 > Giá trị ghi số Triệu VND > 1.254,31/12/2020 > Giá trị hợp lý Triệu VND > (*),numeric__31/12/2021 > Giá trị ghi số Triệu VND > 996,numeric__31/12/2021 > Giá trị hợp lý Triệu VND > (*),numeric__31/12/2020 > Giá trị ghi số Triệu VND > 1.254,numeric__31/12/2020 > Giá trị hợp lý Triệu VND > (*)
- Tiền gửi và vay các TCTD khác,- Tiền gửi và vay các TCTD khác,- Tiền gửi và vay các TCTD khác,15.622.295,(*),19.087.757,(*),15622295.0,,19087757.0,
- Tiền gửi của khách hàng,- Tiền gửi của khách hàng,- Tiền gửi của khách hàng,115.319.388,,98.254.031,(*),115319388.0,,98254031.0,
- Các công cụ tài chính phải sinh và các khoản nợ phải trả tài chính khác,- Các công cụ tài chính phải sinh và các khoản nợ phải trả tài chính khác,- Các công cụ tài chính phải sinh và các khoản nợ phải trả tài chính khác,3.112,(*),5.571,(*),3112.0,,5571.0,
"- Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro","- Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro","- Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro",464.623,(*),472.367,(*),464623.0,,472367.0,
- Phát hành giấy tờ có giá,- Phát hành giấy tờ có giá,- Phát hành giấy tờ có giá,10.360.103,(*),6.957.313,(*),10360103.0,,6957313.0,
"- Các khoản lãi, phí phải trả","- Các khoản lãi, phí phải trả","- Các khoản lãi, phí phải trả",2.371.244,(*),2.409.958,(*),2371244.0,,2409958.0,
- Nợ phải trả tài chính khác,- Nợ phải trả tài chính khác,- Nợ phải trả tài chính khác,634.748,(*),292.459,(*),634748.0,,292459.0,
