row_label_raw,row_label_full,col_0,Số cuối năm,VND Số đầu năm,numeric__Số cuối năm,numeric__VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Phải trả theo HĐHTĐT - Dự án The EverRich 2 và The EverRich 3 (i),Ngắn hạn > Phải trả theo HĐHTĐT - Dự án The EverRich 2 và The EverRich 3 (i),Phải trả theo HĐHTĐT - Dự án The EverRich 2 và The EverRich 3 (i),5.547.433.656.616,5.547.433.656.616,5547433656616.0,5547433656616.0
"Công ty Cổ phần Đầu tư và Phát triển Khu công nghiệp Phát Đạt (""KCN Phát Đạt"")","Ngắn hạn > Công ty Cổ phần Đầu tư và Phát triển Khu công nghiệp Phát Đạt (""KCN Phát Đạt"")","Công ty Cổ phần Đầu tư và Phát triển Khu công nghiệp Phát Đạt (""KCN Phát Đạt"")",36.294.095.940,36.294.095.940,36294095940.0,36294095940.0
"Nhận ký quỹ, ký cược","Ngắn hạn > Nhận ký quỹ, ký cược","Nhận ký quỹ, ký cược",9.800.000.000,14.600.000.000,9800000000.0,14600000000.0
HĐHTĐT - Dự án Nhơn Hội - Bình Định (ii),Ngắn hạn > HĐHTĐT - Dự án Nhơn Hội - Bình Định (ii),HĐHTĐT - Dự án Nhơn Hội - Bình Định (ii),9.076.755.040,13.518.255.040,9076755040.0,13518255040.0
Công ty TNHH Đầu tư Thương mại Vận tải Biển Minh Hải,Ngắn hạn > Công ty TNHH Đầu tư Thương mại Vận tải Biển Minh Hải,Công ty TNHH Đầu tư Thương mại Vận tải Biển Minh Hải,-,160.130.000.000,,160130000000.0
Công ty Cổ phần Alpha Apus,Ngắn hạn > Công ty Cổ phần Alpha Apus,Công ty Cổ phần Alpha Apus,-,100.000.000.000,,100000000000.0
Các khoản phải trả khác,Ngắn hạn > Các khoản phải trả khác,Các khoản phải trả khác,55.480.118.924,29.179.814.798,55480118924.0,29179814798.0
Phải trả bên liên quan (Thuyết minh số 32),Ngắn hạn > Phải trả bên liên quan (Thuyết minh số 32),Phải trả bên liên quan (Thuyết minh số 32),1.536.567.176.610,1.950.173.999.445,1536567176610.0,1950173999445.0
TỔNG CỘNG,Ngắn hạn > TỔNG CỘNG,TỔNG CỘNG,7.194.651.803.130,7.851.329.821.839,7194651803130.0,7851329821839.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
Công ty CP Kinh Doanh'Và Dịch Vụ Bắt Động Sản Realty Holdings (iii),Dài hạn > Công ty CP Kinh Doanh'Và Dịch Vụ Bắt Động Sản Realty Holdings (iii),Công ty CP Kinh Doanh'Và Dịch Vụ Bắt Động Sản Realty Holdings (iii),404.026.064.675,-,404026064675.0,
Phải trả bên liên quan (Thuyết minh số 32),Dài hạn > Phải trả bên liên quan (Thuyết minh số 32),Phải trả bên liên quan (Thuyết minh số 32),1.989.903.861.522,3.692.524.590.304,1989903861522.0,3692524590304.0
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,2.393.929.926.197,3.692.524.590.304,2393929926197.0,3692524590304.0
