row_label_raw,row_label_full,Bên liên quan,Nội dung nghiệp vụ,Năm nay,VNDNăm trước,numeric__Nội dung nghiệp vụ,numeric__Năm nay,numeric__VNDNăm trước
Bắc Cường,Bắc Cường,Bắc Cường,Hoàn tiền mượn,48.913.912.053,39.745.262.034,,48913912053.0,39745262034.0
Bắc Cường,Bắc Cường,Bắc Cường,Trả lãi vay,5.838.617.947,4.799.737.966,,5838617947.0,4799737966.0
Bắc Cường,Bắc Cường,Bắc Cường,Lãi đi vay,5.086.369.662,6.610.024.994,,5086369662.0,6610024994.0
Bắc Cường,Bắc Cường,Bắc Cường,Góp vốn,-,189.314.000.000,,,189314000000.0
Bắc Cường,Bắc Cường,Bắc Cường,Mượn tiền,-,177.484.000.000,,,177484000000.0
Bắc Cường,Bắc Cường,Bắc Cường,Hoàn tạm ứng,,,,,
Bắc Cường,Bắc Cường > Bắc Cường,Bắc Cường,phát triển dự án,-,10.621.000.000,,,10621000000.0
Bắc Cường,Bắc Cường > Bắc Cường,Bắc Cường,Cung cấp dịch vụ,-,105.225.956,,,105225956.0
Serenity,Bắc Cường > Serenity,Serenity,Tạm ứng phát triển dự án,19.224.000.000,25.739.000.000,,19224000000.0,25739000000.0
Serenity,Bắc Cường > Serenity,Serenity,Cung cấp dịch vụ,138.915.915,431.506.857,,138915915.0,431506857.0
Serenity,Serenity,Serenity,Hoàn tạm ứng,,,,,
Serenity,Serenity > Serenity,Serenity,phát triển dự án,-,172.376.000.000,,,172376000000.0
Commonwealth Properties,Serenity > Commonwealth Properties,Commonwealth Properties,Cho vay,13.805.600.000,51.905.994.959,,13805600000.0,51905994959.0
Commonwealth Properties,Serenity > Commonwealth Properties,Commonwealth Properties,Nhận hoàn trả cho vay,3.454.800.000,15.444.000.000,,3454800000.0,15444000000.0
Commonwealth Properties,Serenity > Commonwealth Properties,Commonwealth Properties,Lãi cho vay,2.387.518.708,839.578.918,,2387518708.0,839578918.0
