row_label_raw,row_label_full,Commonwealth Properties,Cho vayLãi cho vay,46.812.794.9591.765.862.003,36.461.994.959839.578.918,numeric__Cho vayLãi cho vay,numeric__46.812.794.9591.765.862.003,numeric__36.461.994.959839.578.918
Ngô Mây,Ngô Mây,Ngô Mây,Lãi cho vay,7.944.793.633,-,,7944793633.0,
Cao Óc Thiên Long,Cao Óc Thiên Long,Cao Óc Thiên Long,Lãi cho vay,3.154.498.274,-,,3154498274.0,
Cao Óc Hòa Phú,Cao Óc Hòa Phú,Cao Óc Hòa Phú,Lãi cho vay,3.312.401.302,-,,3312401302.0,
,,,,62.990.350.171,37.301.573.877,,62990350171.0,37301573877.0
