row_label_raw,row_label_full,col_0,Số đầu năm,Tăng trong năm,Giảm trong năm,Phân loại lại,Chênh lệchtỷ giá hối đoái,VND Số cuối năm,numeric__Số đầu năm,numeric__Tăng trong năm,numeric__Giảm trong năm,numeric__Phân loại lại,numeric__Chênh lệchtỷ giá hối đoái,numeric__VND Số cuối năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,782.680.676.017,292.202.021.002,(323.189.311.752),363.801.910.000,34.230.000.000,1.149.725.295.267,782680676017.0,292202021002.0,-323189311752.0,363801910000.0,34230000000.0,1149725295267.0
Vay bên khác(Thuyết minh số 22.2),Vay bên khác(Thuyết minh số 22.2),Vay bên khác(Thuyết minh số 22.2),689.150.000.000,192.000.000.000,(213.000.000.000),294.150.000.000,34.230.000.000,996.530.000.000,689150000000.0,192000000000.0,-213000000000.0,294150000000.0,34230000000.0,996530000000.0
Vay ngân hàng(Thuyết minh số 22.1),Vay ngân hàng(Thuyết minh số 22.1),Vay ngân hàng(Thuyết minh số 22.1),93.530.676.017,100.202.021.002,(110.189.311.752),69.651.910.000,-,153.195.295.267,93530676017.0,100202021002.0,-110189311752.0,69651910000.0,,153195295267.0
Dài hạn,Dài hạn,Dài hạn,961.311.649.650,1.685.572.491.228,(69.453.045.906),(363.801.910.000),-,2.213.629.184.972,961311649650.0,1685572491228.0,-69453045906.0,-363801910000.0,,2213629184972.0
Vay ngân hàng(Thuyết minh số 22.1),Vay ngân hàng(Thuyết minh số 22.1),Vay ngân hàng(Thuyết minh số 22.1),242.096.549.650,1.611.475.491.228,(2.680.500.000),(69.651.910.000),-,1.781.239.630.878,242096549650.0,1611475491228.0,-2680500000.0,-69651910000.0,,1781239630878.0
Vay bên liên quan(Thuyết minh số 32),Vay bên liên quan(Thuyết minh số 32),Vay bên liên quan(Thuyết minh số 32),353.065.100.000,-,-,-,-,353.065.100.000,353065100000.0,,,,,353065100000.0
Vay bên khác(Thuyết minh số 22.2),Vay bên khác(Thuyết minh số 22.2),Vay bên khác(Thuyết minh số 22.2),366.150.000.000,74.097.000.000,(66.772.545.906),(294.150.000.000),-,79.324.454.094,366150000000.0,74097000000.0,-66772545906.0,-294150000000.0,,79324454094.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,1.743.992.325.667,1.977.774.512.230,(392.642.357.658),-,34.230.000.000,3.363.354.480.239,1743992325667.0,1977774512230.0,-392642357658.0,,34230000000.0,3363354480239.0
