row_label_raw,row_label_full,col_0,Số cuối năm,VND Số đầu năm,numeric__Số cuối năm,numeric__VND Số đầu năm
Sài Gòn - KL,Sài Gòn - KL,Sài Gòn - KL,150.336.880.000,-,150336880000.0,
Công ty Cổ phần Công trình Giao thông Sài Gòn,Công ty Cổ phần Công trình Giao thông Sài Gòn,Công ty Cổ phần Công trình Giao thông Sài Gòn,33.132.513.198,33.132.513.198,33132513198.0,33132513198.0
Công ty Cổ phần Đầu tư Phú Mỹ Hưng,Công ty Cổ phần Đầu tư Phú Mỹ Hưng,Công ty Cổ phần Đầu tư Phú Mỹ Hưng,17.626.474.002,19.626.474.002,17626474002.0,19626474002.0
Công ty Cổ phần Dịch vụ Thương mại và Đầu tư IDV,Công ty Cổ phần Dịch vụ Thương mại và Đầu tư IDV,Công ty Cổ phần Dịch vụ Thương mại và Đầu tư IDV,11.353.812.907,13.353.812.907,11353812907.0,13353812907.0
Công ty TNHH Xây dựng Đồng Khánh,Công ty TNHH Xây dựng Đồng Khánh,Công ty TNHH Xây dựng Đồng Khánh,9.302.067.669,9.302.067.669,9302067669.0,9302067669.0
Công ty Cổ phần Xây dựng Central,Công ty Cổ phần Xây dựng Central,Công ty Cổ phần Xây dựng Central,6.927.687.331,4.053.229.485,6927687331.0,4053229485.0
Công ty TNHH Một Thành viên Cơ khí và Xây dựng Thiên An,Công ty TNHH Một Thành viên Cơ khí và Xây dựng Thiên An,Công ty TNHH Một Thành viên Cơ khí và Xây dựng Thiên An,1.164.830.282,1.164.830.282,1164830282.0,1164830282.0
Phải trả đối tượng khác,Phải trả đối tượng khác,Phải trả đối tượng khác,30.923.809.763,31.745.106.065,30923809763.0,31745106065.0
Phải trả bên liên quan (Thuyết minh số 32),Phải trả bên liên quan (Thuyết minh số 32),Phải trả bên liên quan (Thuyết minh số 32),154.440.000,-,154440000.0,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,260.922.515.152,112.378.033.608,260922515152.0,112378033608.0
