row_label_raw,row_label_full,Tên,Chức vụ,Thu nhập,Thu nhập_1,numeric__Chức vụ,numeric__Thu nhập,numeric__Thu nhập_1
Tên,Tên,Tên,Chức vụ,Năm nay,Năm trước,,,
Ông Nguyễn Văn Đạt,Tên > Ông Nguyễn Văn Đạt,Ông Nguyễn Văn Đạt,Chủ tịch,2.537.775.000,1.933.954.000,,2537775000.0,1933954000.0
Ông Nguyễn Tấn Danh,Tên > Ông Nguyễn Tấn Danh,Ông Nguyễn Tấn Danh,Phó Chủ tịch,600.000.000,530.000.000,,600000000.0,530000000.0
Bà Trần Thị Hường,Tên > Bà Trần Thị Hường,Bà Trần Thị Hường,Phó Chủ tịch,-,1.863.200.000,,,1863200000.0
Ông Lê Quang Phúc,Tên > Ông Lê Quang Phúc,Ông Lê Quang Phúc,Thành viên HĐQT,486.000.000,490.000.000,,486000000.0,490000000.0
Ông Đoàn Việt Đại Tử,Tên > Ông Đoàn Việt Đại Tử,Ông Đoàn Việt Đại Tử,Thành viên HĐQT,-,280.000.000,,,280000000.0
Ông Trần Trọng Gia Vinh,Tên > Ông Trần Trọng Gia Vinh,Ông Trần Trọng Gia Vinh,Thành viên độc lập HĐQT,480.000.000,480.000.000,,480000000.0,480000000.0
Ông Dương Hảo Tôn,Tên > Ông Dương Hảo Tôn,Ông Dương Hảo Tôn,Thành viên độc lập HĐQT,480.000.000,200.000.000,,480000000.0,200000000.0
Ông Khương Văn Mười,Tên > Ông Khương Văn Mười,Ông Khương Văn Mười,Thành viên độc lập HĐQT,-,280.000.000,,,280000000.0
Ông Bùi Quang Anh Vũ,Tên > Ông Bùi Quang Anh Vũ,Ông Bùi Quang Anh Vũ,Tổng Giám đốc,6.223.976.413,5.630.299.997,,6223976413.0,5630299997.0
Ông Phan Lê Hòa,Tên > Ông Phan Lê Hòa,Ông Phan Lê Hòa,Phó Tổng Giám đốc,3.064.749.000,1.102.000.000,,3064749000.0,1102000000.0
Ông Nguyễn Đình Trí,Tên > Ông Nguyễn Đình Trí,Ông Nguyễn Đình Trí,Phó Tổng Giám đốc,2.326.336.500,2.326.600.000,,2326336500.0,2326600000.0
Ông Trường Ngọc Dũng,Tên > Ông Trường Ngọc Dũng,Ông Trường Ngọc Dũng,Phó Tổng Giám đốc,2.326.336.500,1.961.125.002,,2326336500.0,1961125002.0
Ông Nguyễn Khắc Sinh,Tên > Ông Nguyễn Khắc Sinh,Ông Nguyễn Khắc Sinh,Phó Tổng Giám đốc,1.924.076.087,1.739.475.003,,1924076087.0,1739475003.0
Bà Lê Trần Bích Thủy,Tên > Bà Lê Trần Bích Thủy,Bà Lê Trần Bích Thủy,Phó Tổng Giám đốc,1.390.500.000,-,,1390500000.0,
Ông Vũ Kim Điền,Tên > Ông Vũ Kim Điền,Ông Vũ Kim Điền,Phó Tổng Giám đốc,-,702.218.750,,,702218750.0
Bà Trần Thị Thùy Trang,Tên > Bà Trần Thị Thùy Trang,Bà Trần Thị Thùy Trang,Kế toán trưởng,277.483.334,-,,277483334.0,
Bà Ngô Thúy Vân,Tên > Bà Ngô Thúy Vân,Bà Ngô Thúy Vân,Kế toán trưởng,948.861.333,1.236.781.250,,948861333.0,1236781250.0
Bà Nguyễn Tôn Quỳnh Vy,Tên > Bà Nguyễn Tôn Quỳnh Vy,Bà Nguyễn Tôn Quỳnh Vy,Người phụ trách quản trị,553.894.000,197.966.668,,553894000.0,197966668.0
Ông Phan Huy Hân,Tên > Ông Phan Huy Hân,Ông Phan Huy Hân,Người phụ trách quản trị,-,519.666.668,,,519666668.0
Bà Trần Thị Hoài An,Tên > Bà Trần Thị Hoài An,Bà Trần Thị Hoài An,Người phụ trách quản trị,-,417.333.335,,,417333335.0
TỔNG CỘNG,Tên > TỔNG CỘNG,TỔNG CỘNG,,23.619.988.167,21.890.620.673,,23619988167.0,21890620673.0
