row_label_raw,row_label_full,Bên liên quan > Phải thu ngắn hạn của khách hàng (Thuyết minh số 6.1),Mối quan hệ > Phải thu ngắn hạn của khách hàng (Thuyết minh số 6.1),Nội dung nghiệp vụ > Phải thu ngắn hạn của khách hàng (Thuyết minh số 6.1),Số cuối năm > Phải thu ngắn hạn của khách hàng (Thuyết minh số 6.1),Số đầu năm > Phải thu ngắn hạn của khách hàng (Thuyết minh số 6.1),numeric__Mối quan hệ > Phải thu ngắn hạn của khách hàng (Thuyết minh số 6.1),numeric__Nội dung nghiệp vụ > Phải thu ngắn hạn của khách hàng (Thuyết minh số 6.1),numeric__Số cuối năm > Phải thu ngắn hạn của khách hàng (Thuyết minh số 6.1),numeric__Số đầu năm > Phải thu ngắn hạn của khách hàng (Thuyết minh số 6.1)
Công ty TNHH Tiến Phát Đông Bắc,Công ty TNHH Tiến Phát Đông Bắc,Công ty TNHH Tiến Phát Đông Bắc,Công ty liên kết,Phí môi giới Chuyển nhượng dự án,35.436.884.421,-,,,35436884421.0,
Công ty TNHH Tiến Phát Đông Bắc,Công ty TNHH Tiến Phát Đông Bắc,Công ty TNHH Tiến Phát Đông Bắc,Công ty liên kết,Phí môi giới Chuyển nhượng dự án,-,18.834.790.500,,,,18834790500.0
Công ty Cổ phần Cơ khí và Nhôm kính Anh Việt,Công ty Cổ phần Cơ khí và Nhôm kính Anh Việt,Công ty Cổ phần Cơ khí và Nhôm kính Anh Việt,Công ty liên kết,Cung cấp vật tư Cung cấp dịch vụ,24.269.179,-,,,24269179.0,
Công ty Cổ phần Cơ khí và Nhôm kính Anh Việt,Công ty Cổ phần Cơ khí và Nhôm kính Anh Việt,Công ty Cổ phần Cơ khí và Nhôm kính Anh Việt,Công ty liên kết,Cung cấp vật tư Cung cấp dịch vụ,-,161.773.436,,,,161773436.0
Công ty Cổ phần Kỹ thuật Jesco Hòa Bình,Công ty Cổ phần Kỹ thuật Jesco Hòa Bình,Công ty Cổ phần Kỹ thuật Jesco Hòa Bình,Công ty liên kết,Cung cấp dịch vụ,-,47.700.720,,,,47700720.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,,,35.461.153.600,19.044.264.656,,,35461153600.0,19044264656.0
